,date,open,high,low,close,volume,market_cap,correction_five,correction_ten,correction_twenty,correction_thirty,correction_fourty
33,2016-02-03,374.448,374.95,368.045,369.989,39169083.62369338,5652207502.360236,1,1,1,0,0
34,2016-02-04,369.949,391.608,369.949,389.588,49707653.472222224,5749325201.160473,1,1,1,0,0
35,2016-02-05,389.594,391.094,385.572,386.187,59222420.14134276,5875589088.319843,1,1,0,0,0
36,2016-02-06,386.549,386.631,372.387,376.479,50298642.708333336,5723722427.870838,1,1,0,0,0
37,2016-02-07,376.522,380.871,374.903,376.569,32041552.961672477,5731002291.294217,1,1,0,0,0
38,2016-02-08,376.62,379.879,373.334,373.402,39386706.94444445,5733308715.696773,1,1,0,0,0
39,2016-02-09,373.447,377.246,372.898,376.07,52096837.152777776,5691842199.259938,1,1,0,0,0
40,2016-02-10,376.029,385.483,375.783,381.614,68664436.58536585,5770457909.462355,1,1,0,0,0
41,2016-02-11,381.649,383.13,376.399,379.581,72195868.18181819,5784828987.727403,1,1,0,0,0
42,2016-02-12,379.654,384.954,379.6,384.173,76832409.375,5815102096.147305,1,1,0,0,0
43,2016-02-13,384.263,391.212,384.263,390.819,61988934.027777776,5927688219.233347,1,1,0,0,0
44,2016-02-14,391.86,407.153,391.86,407.153,64288397.21254356,6095022708.424892,1,1,0,0,0
45,2016-02-15,407.23,410.381,397.749,400.364,67486744.44444445,6156518863.819102,1,1,0,0,0
46,2016-02-16,400.185,408.945,400.185,407.523,63576393.05555555,6177858607.458504,1,1,0,0,0
47,2016-02-17,407.488,421.167,406.784,416.309,74079149.47735192,6314595879.624671,1,1,0,0,0
48,2016-02-18,416.322,425.996,415.638,422.293,79243662.15277778,6413118634.988006,1,1,0,0,0
49,2016-02-19,422.373,423.104,417.604,420.796,61806053.81944445,6415987862.966205,1,0,0,0,0
50,2016-02-20,420.785,441.984,420.785,438.327,60756517.36111111,6568636750.013625,1,0,0,0,0
51,2016-02-21,437.164,448.046,429.077,438.674,90779463.06620207,6693400905.532374,1,0,0,0,0
52,2016-02-22,438.798,439.045,432.917,437.122,85271782.29166667,6658364774.180389,1,0,0,0,0
53,2016-02-23,437.748,439.858,417.821,420.495,73160038.8888889,6534034503.280625,1,0,0,0,0
54,2016-02-24,420.736,425.55,413.907,425.102,69253478.67132868,6434602764.175539,1,1,0,0,0
55,2016-02-25,424.955,427.719,420.415,424.58,65748955.78947368,6467057912.701045,1,0,0,0,0
56,2016-02-26,424.544,431.015,421.62,431.015,59079056.94444445,6490295205.466607,1,0,0,0,0
57,2016-02-27,432.152,434.231,428.103,432.6,108173001.7361111,6586578987.222064,1,0,0,0,0
58,2016-02-28,432.519,435.683,423.82,433.553,46834766.20209059,6559640938.599924,1,0,0,0,0
59,2016-02-29,433.504,441.507,431.693,438.156,57918418.75,6671677554.830655,1,0,0,0,0
60,2016-03-01,437.697,439.653,432.319,435.101,62204940.625,6650911162.223463,1,0,0,0,0
61,2016-03-02,435.123,435.917,424.568,424.568,73767845.26315789,6603299005.179222,1,0,0,0,0
62,2016-03-03,423.989,425.373,419.411,421.517,89831927.77777778,6450796314.691318,1,0,0,0,0
63,2016-03-04,421.651,425.178,410.968,411.326,90064090.45936395,6440671761.161821,1,1,0,0,0
64,2016-03-05,410.939,411.257,394.035,400.845,111919596.875,6189551375.550026,1,1,0,0,0
65,2016-03-06,400.57,411.907,395.778,407.607,121444768.77192985,6198001539.390061,1,1,0,0,0
66,2016-03-07,407.707,415.917,406.309,414.482,85912771.52777778,6286442470.264183,1,1,0,0,0
67,2016-03-08,414.321,416.243,411.094,414.047,81362679.5138889,6328964732.52417,1,1,0,0,0
68,2016-03-09,413.972,416.032,411.606,414.798,64637548.43205575,6322543668.856877,1,1,0,0,0
69,2016-03-10,414.86,417.512,413.251,417.123,76580775.34722222,6347431860.817986,1,1,0,0,0
70,2016-03-11,417.131,423.926,417.013,421.572,81702588.54166667,6441599959.151821,1,0,0,0,0
71,2016-03-12,421.69,421.795,410.094,411.796,88847708.33333333,6347647086.779034,1,1,0,0,0
72,2016-03-13,411.624,416.604,411.624,414.1,75499625.08710802,6338451520.227352,1,1,0,0,0
73,2016-03-14,414.065,416.684,414.065,416.381,91310887.15277778,6364004073.6259775,1,1,0,0,0
74,2016-03-15,416.438,418.131,414.985,416.702,77684040.625,6385552070.953406,1,1,0,0,0
75,2016-03-16,416.83,417.686,415.912,417.078,64530772.82229965,6384440334.768196,1,1,0,0,0
76,2016-03-17,417.011,420.997,417.011,420.654,74201573.94366197,6447472053.48566,1,0,0,0,0
77,2016-03-18,420.621,420.621,406.137,409.636,89085957.9861111,6354553581.513639,1,1,0,0,0
78,2016-03-19,409.548,410.984,407.23,410.519,87396928.125,6270117600.116032,1,1,0,0,0
79,2016-03-20,410.444,414.625,410.401,414.01,50687778.39721254,6326838470.463714,1,1,0,0,0
80,2016-03-21,413.755,413.755,410.381,413.304,51562446.3768116,6312403068.708048,1,1,0,0,0
81,2016-03-22,413.307,418.375,412.531,418.018,66752441.90140845,6392276120.277064,1,1,0,0,0
82,2016-03-23,418.089,419.268,417.364,418.01,57658206.27177701,6420688417.746695,1,0,0,0,0
83,2016-03-24,418.041,418.68,415.486,416.386,64999179.51388889,6412075768.6135,1,1,0,0,0
84,2016-03-25,416.394,418.08,415.558,417.222,56657612.89198607,6405720125.611712,1,1,0,0,0
85,2016-03-26,417.177,418.987,416.259,417.932,43923417.708333336,6415249231.504843,1,1,0,0,0
86,2016-03-27,417.945,428.797,417.711,426.819,45146540.06968641,6477001029.591694,1,0,0,0,0
87,2016-03-27,426.765,426.857,423.293,424.103,75087466.31944445,6529000688.040501,1,0,0,0,0
88,2016-03-28,424.231,426.203,412.681,416.465,65777379.86111111,6453248380.261595,1,1,0,0,0
89,2016-03-29,416.516,416.834,412.496,414.867,68924595.81881534,6384974078.974849,1,1,0,0,0
90,2016-03-30,414.816,418.369,414.816,416.779,59758510.41666666,6418029700.38904,1,1,0,0,0
91,2016-03-31,416.729,418.173,415.831,417.822,53367835.06944445,6416085729.804515,1,1,0,0,0
92,2016-04-01,417.96,422.081,417.96,420.829,47537003.48432056,6481376410.232757,1,0,0,0,0
93,2016-04-02,420.873,421.58,419.697,420.861,33961565.73426574,6478782222.8557205,1,0,0,0,0
94,2016-04-03,420.904,422.343,419.601,421.486,40742629.92957746,6487267073.294499,1,0,0,0,0
95,2016-04-04,421.444,424.257,420.614,423.994,53637693.26241135,6505524523.794092,1,0,0,0,0
96,2016-04-05,424.03,424.527,422.729,423.256,59337751.219512194,6529467117.645196,1,0,0,0,0
97,2016-04-06,423.413,423.657,420.518,422.649,53284911.14982578,6514715160.047823,1,0,0,0,0
98,2016-04-07,422.745,425.361,419.635,420.25,56822006.29370629,6527203789.532831,1,0,0,0,0
99,2016-04-08,420.349,420.891,416.515,419.342,54011850.52264808,6460153994.801792,1,1,0,0,0
100,2016-04-09,419.411,422.435,419.257,421.512,55489735.31468532,6491423163.776447,1,0,0,0,0
101,2016-04-10,421.564,422.739,420.533,422.376,60633932.98611111,6508472330.828653,1,0,0,0,0
102,2016-04-11,422.483,427.277,422.483,425.334,56607360.06944445,6562665295.19383,1,0,0,0,0
103,2016-04-12,425.19,426.658,422.916,423.764,66312944.94773519,6560288164.034968,1,0,0,0,0
104,2016-04-13,423.734,425.371,423.013,424.155,55218203.81944445,6546402316.387081,1,0,0,0,0
105,2016-04-14,424.282,429.928,424.282,429.751,45294543.05555555,6596832097.793263,1,0,0,0,0
106,2016-04-15,429.713,432.625,428.984,430.42,43754109.40766551,6642935104.191334,1,0,0,0,0
107,2016-04-16,430.572,431.371,426.079,427.268,43374111.538461536,6622287049.858779,1,0,0,0,0
108,2016-04-17,427.399,429.274,427.086,428.521,49539304.16666666,6616196915.802857,1,0,0,0,0
109,2016-04-18,428.591,436.02,428.104,435.553,45999172.222222224,6634441343.370763,1,0,0,0,0
110,2016-04-19,435.509,443.054,434.406,441.368,61871007.66550522,6759638179.644852,1,0,0,0,0
111,2016-04-20,441.389,450.548,440.952,449.306,64274105.55555555,6862560344.312202,0,0,0,0,0
112,2016-04-21,449.425,449.81,444.15,445.67,64649432.63888889,6902843738.549316,0,0,0,0,0
113,2016-04-22,445.737,450.223,444.331,450.146,46811597.90940767,6906262482.511794,0,0,0,0,0
114,2016-04-23,450.282,460.146,448.928,458.664,55660019.097222224,7019999427.101808,0,0,0,0,0
115,2016-04-24,458.555,466.62,453.592,462.298,67819551.7361111,7106127885.955274,0,0,0,0,0
116,2016-04-25,461.426,467.965,461.426,466.176,86860455.94405594,7190092591.846447,0,0,0,0,0
117,2016-04-26,466.089,467.079,444.134,444.134,77010612.19512194,7118942755.955537,1,0,0,0,0
118,2016-04-27,444.687,449.551,436.65,449.056,92573256.25,6894720243.93937,1,0,0,0,0
119,2016-04-28,449.011,455.384,446.017,455.225,49408494.79166666,6979249293.776606,0,0,0,0,0
120,2016-04-29,455.097,455.587,447.697,448.223,51610247.38675958,7013793271.394319,0,0,0,0,0
121,2016-04-30,448.318,452.479,447.927,451.683,56931218.75,6984013242.224357,0,0,0,0,0
122,2016-05-01,451.875,452.445,441.776,444.599,62697534.722222224,6923164288.197449,1,0,0,0,0
123,2016-05-02,444.669,451.097,442.617,450.318,72760103.47222222,6931482120.597055,1,0,0,0,0
124,2016-05-03,450.304,450.378,445.63,446.723,53766989.54703832,6942080719.597448,0,0,0,0,0
125,2016-05-04,446.722,448.506,445.883,447.985,48683267.36111111,6936702992.445453,0,0,0,0,0
126,2016-05-05,447.976,461.375,447.068,459.735,54223327.777777776,7010632587.830156,0,0,0,0,0
127,2016-05-06,459.603,460.675,457.324,458.424,61750342.85714286,7118461956.247312,0,0,0,0,0
128,2016-05-07,458.536,459.417,455.983,458.6,37175556.94444445,7104766438.570986,0,0,0,0,0
129,2016-05-08,458.548,462.481,456.531,460.451,42556855.55555555,7114692353.145024,0,0,0,0,0
130,2016-05-09,460.483,461.929,448.954,450.647,56435998.26388889,7074222180.249577,0,0,0,0,0
131,2016-05-10,450.895,454.576,450.864,452.667,53579415.33101045,7038526747.442525,0,0,0,0,0
132,2016-05-11,452.728,454.949,449.25,454.733,52739841.66666666,7012562784.148679,0,0,0,0,0
133,2016-05-12,454.766,457.055,453.453,455.677,60983088.54166666,7075111193.672888,0,0,0,0,0
134,2016-05-13,455.67,456.836,454.786,455.665,49905003.1358885,7083634041.511238,0,0,0,0,0
135,2016-05-14,455.671,458.692,455.459,457.657,29540801.736111112,7098489482.947612,0,0,0,0,0
136,2016-05-15,457.568,458.2,452.945,454.302,35892517.01388889,7099323229.539503,0,0,0,0,0
137,2016-05-16,454.163,455.072,453.605,453.813,65207640.625,7063290859.899903,0,0,0,0,0
138,2016-05-17,453.783,455.998,453.299,454.689,75890511.2033195,7073682204.579711,0,0,0,0,0
139,2016-05-18,454.619,454.633,439.628,439.628,81419229.16666667,7005191280.4847975,1,0,0,0,0
140,2016-05-19,438.715,444.054,437.389,442.446,99423136.45833331,6866403417.334153,1,0,0,0,0
141,2016-05-20,442.676,443.778,441.706,443.23,60424859.93031359,6899444166.119086,1,0,0,0,0
142,2016-05-21,443.188,443.427,439.035,439.442,35061346.527777776,6880695295.759077,1,0,0,0,0
143,2016-05-22,439.323,444.345,438.823,444.28,44070797.91666666,6885380392.253331,1,0,0,0,0
144,2016-05-23,444.155,447.1,443.93,446.036,54126966.66666666,6945112381.511251,1,0,0,0,0
145,2016-05-24,445.981,450.298,445.981,449.538,65579425.78397212,6991967367.725384,0,0,0,0,0
146,2016-05-25,449.599,453.644,447.896,453.376,62401027.43055555,7036199428.599842,0,0,0,0,0
147,2016-05-26,453.384,478.149,453.384,473.73,133270755.90277778,7365645532.421189,0,0,0,0,0
148,2016-05-27,473.464,533.473,472.699,530.623,148418362.36933798,7772887680.80971,0,0,0,0,0
149,2016-05-28,530.04,553.96,512.179,525.58,154379312.5,8180835977.513887,0,0,0,0,0
150,2016-05-29,526.233,544.349,522.963,534.696,128016110.41666669,8388061081.682201,1,0,0,0,0
151,2016-05-30,533.864,546.618,520.662,531.433,98355895.1388889,8380687548.260258,1,0,0,0,0
152,2016-05-31,531.386,543.08,525.636,537.859,123569464.80836236,8327980559.870527,1,0,0,0,0
153,2016-06-01,536.92,540.352,533.078,538.017,70688274.30555555,8370134546.793167,0,0,0,0,0
154,2016-06-02,537.972,574.638,536.92,569.098,82483117.0138889,8640630689.765676,0,0,0,0,0
155,2016-06-03,569.194,590.132,564.238,573.18,115192012.19512194,8966237047.4408,0,0,0,0,0
156,2016-06-04,572.727,582.808,569.178,575.039,80019398.6111111,9013842605.335482,0,0,0,0,0
157,2016-06-05,574.977,586.47,574.602,585.485,70549452.08333333,9094631313.501274,0,0,0,0,0
158,2016-06-06,585.537,590.259,567.514,576.534,81460987.84722222,9087885997.258823,0,0,0,0,0
159,2016-06-07,576.597,582.839,573.13,581.799,91240129.61672474,9032075249.10616,0,0,0,0,0
160,2016-06-08,581.645,582.203,570.951,574.648,68398935.41666667,9036068592.634323,0,0,0,0,0
161,2016-06-09,574.63,579.127,573.325,577.568,60858311.458333336,9029352657.128572,0,0,0,0,0
162,2016-06-10,577.47,607.116,577.47,607.116,57091339.72125436,9139178953.296247,0,0,0,0,0
163,2016-06-11,606.727,684.844,606.727,672.285,171200411.1111111,10077445626.98659,0,0,0,0,0
164,2016-06-12,672.784,716.004,664.487,704.294,246848329.8611111,10784305221.123455,0,0,0,0,0
165,2016-06-13,704.376,704.504,662.804,685.823,208854826.3888889,10779610683.25599,1,0,0,0,0
166,2016-06-14,685.559,696.303,672.561,694.053,142133917.07317072,10730410005.472843,1,0,0,0,0
167,2016-06-15,694.469,773.722,694.469,766.15,197675551.56794423,11638822009.69572,0,0,0,0,0
168,2016-06-16,766.308,775.356,716.556,749.353,301337187.5,11788124840.852558,1,0,0,0,0
169,2016-06-17,748.909,777.99,733.929,756.483,278915933.7979094,11787221012.503662,1,0,0,0,0
170,2016-06-18,756.227,766.621,745.628,763.383,217495395.8333333,11872063095.041697,0,0,0,0,0
171,2016-06-19,763.781,764.084,732.727,737.32,142460114.58333334,11782978534.034391,1,0,0,0,0
172,2016-06-20,737.226,737.226,639.07,665.9,226146555.55555555,10737398070.16786,1,1,0,0,0
173,2016-06-21,666.652,678.67,587.483,588.221,289819031.358885,10234458957.32203,1,1,1,0,0
174,2016-06-22,596.116,629.327,558.139,623.863,277014288.1944444,9325750019.363617,1,1,1,0,0
175,2016-06-23,623.977,681.727,623.977,666.945,254224284.7222222,10329312126.645342,1,1,0,0,0
176,2016-06-24,665.299,691.731,646.559,665.34,152641073.1707317,10572565676.03696,1,1,0,0,0
177,2016-06-25,665.123,665.98,616.934,630.061,105703175.69444443,10106803254.68506,1,1,1,0,0
178,2016-06-26,629.367,650.318,620.524,649.135,117490354.16666669,10052394152.316416,1,1,1,0,0
179,2016-06-27,655.275,659.248,637.773,647.113,120406708.33333331,10246402418.67153,1,1,0,0,0
180,2016-06-28,644.122,644.682,628.284,639.743,144656940.7665505,9955103469.242146,1,1,0,0,0
181,2016-06-29,639.89,675.403,636.608,674.039,130590156.25,10303939695.39618,1,1,0,0,0
182,2016-06-30,673.337,686.154,669.594,675.964,142518173.6111111,10636105282.112703,1,1,0,0,0
183,2016-07-01,676.296,703.288,676.296,703.288,112441163.7630662,10825487574.02079,1,1,0,0,0
184,2016-07-02,703.702,704.968,649.009,657.342,120296991.31944443,10660392182.570251,1,1,0,0,0
185,2016-07-03,658.664,683.349,650.508,683.349,106906789.58333331,10573500739.553703,1,1,0,0,0
186,2016-07-04,683.662,683.662,665.066,670.545,102702927.5261324,10606794069.971245,1,1,0,0,0
187,2016-07-05,670.627,681.898,670.418,677.032,133312743.05555557,10640450458.529024,1,1,0,0,0
188,2016-07-06,677.331,682.432,611.834,639.667,189236104.16666663,10150547854.32435,1,1,1,0,0
189,2016-07-07,640.562,666.707,636.467,666.707,206150826.3888889,10205610893.351196,1,1,0,0,0
190,2016-07-08,666.523,666.523,633.399,650.911,154875142.85714287,10273860953.120407,1,1,0,0,0
191,2016-07-09,650.96,652.294,641.264,649.727,146663965.2777778,10191465797.533709,1,1,0,0,0
192,2016-07-10,649.36,659.629,644.98,647.678,101209056.25,10228485826.693691,1,1,0,0,0
193,2016-07-11,647.659,675.259,646.779,664.547,102330052.96167248,10368349870.338514,1,1,0,0,0
194,2016-07-12,664.551,668.7,655.672,655.672,133493104.16666669,10457055036.628836,1,1,0,0,0
195,2016-07-13,654.468,662.902,652.923,657.787,112133747.91666669,10349021898.599632,1,1,0,0,0
196,2016-07-14,658.078,667.077,658.078,663.848,76567592.0138889,10472615925.837473,1,1,0,0,0
197,2016-07-15,663.255,666.46,659.334,662.211,60582619.86062717,10459934774.235369,1,1,0,0,0
198,2016-07-16,660.767,682.365,660.767,678.84,50767355.74912892,10576605092.281977,1,1,0,0,0
199,2016-07-17,679.459,681.555,668.625,673.396,68054469.09722222,10684795927.902954,1,1,0,0,0
200,2016-07-18,673.106,673.277,667.632,672.914,62406973.17073171,10574186033.543957,1,1,0,0,0
201,2016-07-19,672.864,672.929,663.36,665.816,73545020.1388889,10544745130.962706,1,1,0,0,0
202,2016-07-20,665.685,666.219,660.415,665.115,82064992.0138889,10460030277.54713,1,1,0,0,0
203,2016-07-21,665.012,666.583,646.722,650.521,83447852.77777778,10409947583.06394,1,1,0,0,0
204,2016-07-22,650.619,656.366,648.524,655.612,119153560.27874564,10314454609.483644,1,1,0,0,0
205,2016-07-23,655.556,663.11,652.793,661.208,80340028.81944445,10363464760.857569,1,1,0,0,0
206,2016-07-24,661.285,661.828,653.395,653.95,99638478.47222222,10358906365.6857,1,1,0,0,0
207,2016-07-25,654.097,656.225,645.879,652.123,131822573.17073172,10293178828.842218,1,1,0,0,0
208,2016-07-26,651.784,657.456,648.447,654.313,203730131.94444445,10305452796.815037,1,1,0,0,0
209,2016-07-27,654.352,657.595,654.352,655.114,110872273.2638889,10348472244.770348,1,1,0,0,0
210,2016-07-28,655.035,657.796,654.786,656.938,74597371.52777778,10354102519.827305,1,1,0,0,0
211,2016-07-29,656.992,658.223,654.209,655.06,46836811.49825784,10358880906.717731,1,1,0,0,0
212,2016-07-30,655.047,655.285,624.365,625.039,72542631.81818181,10048699485.159788,1,1,0,0,0
213,2016-07-31,624.681,626.119,605.884,605.969,110822137.63066202,9799820308.137808,1,1,1,0,0
214,2016-08-01,606.272,612.848,531.334,543.942,196876222.9965157,9411305736.345655,1,1,1,1,0
215,2016-08-02,547.465,573.36,541.547,566.426,324632854.1666667,8829829692.743818,1,1,1,1,0
216,2016-08-03,566.355,579.496,565.777,578.275,160473680.55555555,9056020152.075562,1,1,1,0,0
217,2016-08-04,578.289,578.289,569.982,575.236,95773369.09722222,9067150441.88612,1,1,1,0,0
218,2016-08-05,575.043,588.396,569.469,587.764,69330264.11149825,9099573887.981443,1,1,1,0,0
219,2016-08-06,587.778,597.513,586.816,592.632,79466485.06944445,9331608997.361937,1,1,1,0,0
220,2016-08-07,592.69,592.994,588.047,590.973,70015740.97222222,9335525401.913897,1,1,1,0,0
221,2016-08-08,591.054,591.091,584.793,588.025,73643750.87108015,9297808196.522898,1,1,1,0,0
222,2016-08-09,587.801,599.984,586.371,591.843,91111603.47222222,9353227812.560947,1,1,1,0,0
223,2016-08-10,592.103,597.542,589.174,589.36,97622496.18055557,9379250713.34394,1,1,1,0,0
224,2016-08-11,589.12,589.91,583.811,587.635,69474705.55555555,9282413870.546703,1,1,1,0,0
225,2016-08-12,587.559,589.774,584.979,585.545,52623344.9122807,9283581717.406937,1,1,1,0,0
226,2016-08-13,585.588,585.666,564.781,570.389,47262262.152777776,9128637719.316055,1,1,1,0,0
227,2016-08-14,570.473,573.58,563.24,567.112,57812215.625,9010642457.7529,1,1,1,0,0
228,2016-08-15,567.24,581.738,566.716,577.35,57330814.28571428,9059677648.119724,1,1,1,0,0
229,2016-08-16,577.439,580.894,571.43,573.36,54881106.597222224,9117222414.16241,1,1,1,0,0
230,2016-08-17,573.216,577.792,573.216,574.185,56971537.847222224,9106471826.510532,1,1,1,0,0
231,2016-08-18,574.318,578.238,574.182,575.714,51539648.61111111,9111731860.314142,1,1,1,0,0
232,2016-08-19,575.63,582.818,575.457,581.716,49092969.23076923,9167746634.98472,1,1,1,0,0
233,2016-08-20,581.697,584.158,580.218,581.417,38074242.708333336,9211556967.160667,1,1,1,0,0
234,2016-08-21,581.308,588.448,580.594,586.839,44057568.53146853,9238977942.00608,1,1,1,0,0
235,2016-08-22,586.753,589.474,581.634,583.571,84514731.70731707,9259955227.388994,1,1,1,0,0
236,2016-08-23,583.415,583.59,579.855,580.119,71184209.79020979,9205786324.09475,1,1,1,0,0
237,2016-08-24,580.182,580.451,575.167,577.828,67968511.18881118,9127917641.512209,1,1,1,0,0
238,2016-08-25,577.761,580.623,576.858,579.583,100284686.41114984,9165415127.938326,1,1,1,0,0
239,2016-08-26,579.651,579.845,568.63,570.164,38651870.03484321,9090394636.423063,1,1,1,0,0
240,2016-08-27,569.947,574.038,569.74,573.897,65296326.38888889,9059324785.811731,1,1,1,0,0
241,2016-08-28,573.912,576.278,573.465,574.083,101891428.47222222,9108827776.192842,1,1,1,0,0
242,2016-08-29,574.107,578.357,574.107,577.371,85788272.82229964,9138342998.88776,1,1,1,0,0
243,2016-08-30,577.503,577.861,573.642,575.329,71153201.04166667,9110302082.542088,1,1,1,0,0
244,2016-08-31,575.472,576.311,571.814,572.28,80798229.5138889,9086102203.303127,1,1,1,0,0
245,2016-09-01,572.303,575.643,570.811,575.54,70369930.90277778,9084822026.179268,1,1,1,0,0
246,2016-09-02,575.537,599.5,574.056,597.918,117160212.89198606,9170824309.1883,1,1,1,0,0
247,2016-09-03,598.212,611.837,596.848,608.481,137766517.3611111,9572615058.99964,1,1,1,0,0
248,2016-09-04,608.634,609.055,602.242,606.537,86700343.05555555,9607822119.888475,1,1,1,0,0
249,2016-09-05,606.59,610.83,605.091,610.396,75871008.74125874,9635666172.644054,1,1,1,0,0
250,2016-09-06,610.436,614.545,608.513,614.545,75538939.2361111,9694847491.99442,1,1,1,0,0
251,2016-09-07,614.544,628.77,613.844,626.433,77496046.18055555,9863341084.06558,1,1,1,0,0
252,2016-09-08,626.316,626.83,620.263,622.921,77972635.19163764,9880306756.06432,1,1,1,0,0
253,2016-09-09,622.861,625.095,622.395,623.561,54251732.29166666,9890235232.62882,1,1,0,0,0
254,2016-09-10,623.509,628.818,600.506,606.529,46951278.81944445,9835237412.27768,1,1,1,0,0
255,2016-09-11,606.719,608.459,605.411,608.046,84417981.59722222,9634225623.448236,1,1,1,0,0
256,2016-09-12,608.243,611.193,606.925,609.081,78662132.40418118,9652358333.301205,1,1,1,0,0
257,2016-09-13,609.241,611.952,608.41,610.754,64383298.958333336,9674522477.920712,1,1,1,0,0
258,2016-09-14,610.684,611.086,607.258,607.258,48660730.902777776,9670370669.86946,1,1,1,0,0
259,2016-09-15,607.155,609.261,606.735,606.966,63099304.52961673,9648820153.84442,1,1,1,0,0
260,2016-09-16,606.973,607.86,605.192,606.136,51011591.31944445,9633600889.448875,1,1,1,0,0
261,2016-09-17,605.984,610.158,605.856,609.907,37640567.01388889,9658283083.15018,1,1,1,0,0
262,2016-09-18,609.874,610.932,608.27,609.216,50085907.63888889,9676462523.58789,1,1,1,0,0
263,2016-09-19,609.227,609.525,607.938,609.096,62883840.90909091,9668258464.565926,1,1,1,0,0
264,2016-09-20,608.312,608.312,595.883,597.076,82887118.40277778,9419749275.924088,1,1,1,0,0
265,2016-09-21,597.149,598.487,596.213,596.248,65936913.19444445,9492773287.30995,1,1,1,0,0
266,2016-09-22,596.298,603.205,595.786,602.861,58486785.36585366,9521680545.627607,1,1,1,0,0
267,2016-09-23,602.842,604.58,602.045,602.569,42244328.81944445,9585295472.624168,1,1,1,0,0
268,2016-09-24,602.625,603.381,599.711,600.859,31757622.222222224,9563241669.473568,1,1,1,0,0
269,2016-09-25,600.826,608.143,600.349,608.143,45146425.0,9606684662.916224,1,1,1,0,0
270,2016-09-26,608.043,608.248,604.11,606.139,51441799.65156794,9636362659.094316,1,1,1,0,0
271,2016-09-27,606.166,606.59,604.607,604.797,48282938.88888889,9622231084.49628,1,1,1,0,0
272,2016-09-28,604.728,606.824,604.728,605.599,50502702.43055555,9630692702.490768,1,1,1,0,0
