,one,three,seven,fourteen,twenty_eight,three_months,six_months,nine_months,twelve_months
9_ema below 20_ema,0.03590677792572396,0.03462191152363229,0.035800417439853356,0.04407021949505993,0.09951045179380201,0.6084404117532348,3.8110653503275485,5.600062763810692,9.58392122096546
