,date,one,three,seven,fourteen,twenty_eight,three_months,six_months,nine_months,twelve_months
0,2016-01-20,0.11585532622232143,0.015647943834157896,0.04130122491031583,-0.005711645543402958,0.08202092942360445,0.1720397558145402,0.7676228561414129,0.674247674582248,1.3542760336591442
1,2016-01-21,0.009751415210435611,-0.04629337927639681,-0.0278808761998524,-0.0894683731233079,0.024666502584297294,0.10614078267290179,0.6367511690868815,0.5526876692099433,1.2128304208712772
2,2016-01-22,0.01921221907792017,0.07378184938259769,0.01334196684093563,0.03813665456909741,0.12548163780836813,0.187738820407054,0.7336802724351289,0.6862732558449379,1.3849425232225365
3,2016-01-23,0.014424801233569186,0.025511740112728134,-0.006563153664711085,0.011958709988193088,0.10158620454944102,0.17880732287731585,0.7162005440061157,0.7207505085331469,1.4131802367133444
4,2016-01-24,0.03994931495183119,0.012031247177353887,-0.02383539230588579,-0.0283077542446147,0.12819136444459356,0.18339522724398766,0.7065815722171611,0.6957064809247184,1.3863083271611472
5,2016-01-25,0.008163601455653592,0.016517652630007686,-0.05092471059363687,-0.030713877607745563,0.12931021170802523,0.18754664731285747,0.6834133736880846,0.6825486290193898,1.3703577881066724
6,2016-01-26,0.00404019714523467,-0.026335530947961344,-0.0448543813608142,-0.04385329322153232,0.12077833962747232,0.19334058759521222,0.6687806439224221,0.6836407860206106,1.2855712731229598
7,2016-01-27,0.008142283208519018,-0.03141543000954611,-0.04424399283274884,-0.04020858538677118,0.07390334420672723,0.13503683170742922,0.6701941385770658,0.731330178517645,1.3011317518415855
8,2016-01-28,0.0014589121360948389,-0.003897454804008106,-0.025770603183799232,0.005040357091129307,0.11908304475489478,0.1824324858124745,0.7249792618536609,0.8126140598048638,1.4163851106692824
9,2016-01-29,0.03836892396265444,0.009070958703194942,0.06606065912896905,0.03886146470671935,0.16169565360156735,0.24529897223164734,0.7977518251370904,0.8871178704727295,1.5167463852982062
10,2016-01-30,0.0046853709650430155,-0.00912372407308542,0.026715114039910632,0.020643255748477366,0.14784151546783325,0.19078012489010363,0.7398742599424689,0.8977319510957767,1.4478407186360367
11,2016-01-31,0.0025337447496840064,0.01797816955972107,0.023616567210841852,0.0653146111707696,0.17585058518085564,0.22847200511098734,0.698264167357647,,1.4997512471624508
12,2016-02-01,0.01385759749101115,0.005413676054539032,0.023543511877746615,0.10673258016561725,0.1781376628247323,0.20848088227700518,0.6476707876192057,0.9074620132243715,1.5013303184883016
13,2016-02-02,0.004097393542850915,0.044712002574278605,0.0014131717258392866,0.07311219564517855,0.17370213450606023,0.20750831277485776,0.468049447602703,0.8796846508634558,1.602174729164432
14,2016-02-03,0.005173280441250381,0.050276460758874486,0.02169299949734402,0.10716896031735244,0.1822548873099756,0.21377005529215168,0.5388199812522925,0.9828906791289108,1.6872338980287738
15,2016-02-04,0.053101914047611914,0.017767313872993247,0.03162598087844538,0.12534971036548279,0.1460741886043751,0.21091285555576575,0.5631587056594286,1.0025165630938317,1.7349715771633383
16,2016-02-05,0.0025338976896661985,-0.0232174535495316,-0.015348624900148367,0.09544520867697859,0.09357266606496324,0.19200305001400517,0.49140238399053876,0.7861774195221646,1.6711223844055068
17,2016-02-06,0.011104039614701884,0.002846501086235562,0.031891553679371125,0.12996694299210237,0.10352670743071057,0.2313426623378367,0.5784063353446818,0.8884520673385484,1.8005811158821339
18,2016-02-07,0.004579851321541798,0.0030034435574001176,0.04523036625473787,0.1660722906991941,0.06846304244031115,0.22311104472356844,0.5809155968343812,0.8762666609763058,1.7402821529835715
19,2016-02-08,0.0003026780309320864,0.022272281656639893,0.09079269501304466,0.17534968687555916,0.09207037130290836,0.2334344045814204,0.5831775300401248,0.9058590966801846,1.780753962939352
20,2016-02-09,0.00839639794260085,0.018117554934593296,0.07317550643875799,0.1739081464636441,0.11108399615980777,0.2091644363874302,0.5763050485655595,0.8855853343273493,1.846220682331361
21,2016-02-10,0.015610072834588007,0.02256621507625401,0.0843705010604524,0.11962488989656257,0.10162514004092778,0.20475912960405337,0.5756513732659538,0.8889838018217959,1.8289464930558326
22,2016-02-11,0.008647738171461654,0.0410760921256433,0.10606563779393675,0.12900140542350003,0.1021814616935752,0.20820193464913567,0.5651476226026105,0.9215593027611657,1.6418322046551665
23,2016-02-12,0.012283983140147402,0.07278714436248682,0.1126791359325605,0.11839831401475226,0.09886986301369849,0.20039515279241304,0.5478371970495256,0.8849683877766068,1.6045152792413064
24,2016-02-13,0.019770313561284947,0.04143516289624561,0.0950442795689412,0.12462558195819012,0.09739943736451342,0.18583105841572053,0.5239250201034188,0.8643767419709938,1.6139649146548072
25,2016-02-14,0.03922319195631094,0.03988159036390544,0.11561271882815284,0.10375899555963862,0.05043638033991734,0.1676823355279946,0.4558081968049812,0.7992497320471595,1.5498417802276323
26,2016-03-07,0.019718982350870887,0.021045558921904232,0.019088920009155522,0.018325953892234653,0.0372499747728945,0.44111255226933194,0.492927796332348,0.9046390801089809,2.1326650406464043
27,2016-03-08,0.007000831926517988,0.014685205816674478,0.012999459977523374,0.00538319703036294,0.03146725566415462,0.40259162138099797,0.48490612852534953,0.8455633018239139,1.9763022569047466
28,2016-03-09,0.007905618479808406,0.024499156960782892,0.012691748905506697,0.015750499263859137,0.028685198952396265,0.4131110819570171,0.49303946006617977,0.8566881921060433,1.7939340048492978
29,2016-03-10,0.009388966995845129,-0.003937074562432886,0.009098586573293344,0.01159101853353052,0.022973931097565473,0.3905108517583745,0.5155825394251922,0.858754122797041,1.8759519033226781
30,2016-03-11,0.011215477694940017,-0.007069323977909512,0.008652008450575892,-0.001484366194818798,0.007999750607295247,0.38477697337972694,0.4936248989839646,0.8484076035998878,1.6779021277514135
31,2016-03-13,0.005930169280702714,0.012647464676500788,-0.002866693875964489,0.015356247449128255,0.024148251802615973,0.6344625191922725,0.47396410316210913,0.88193594153888,1.9672225137504131
32,2016-03-14,0.005730984265755353,0.007114824967094602,-0.000748674724982798,0.02455170081991957,0.020330141402919846,0.7011242196273532,0.46895535725067333,0.8589617572120319,1.9751850554864574
33,2016-03-15,0.004445943829294963,0.013581213778811203,-0.004043519645288377,0.003689289974336436,0.024591250286154883,0.6520091087629672,0.46810366639758055,0.879795655264648,1.9880598093907007
34,2016-03-16,0.002642385889322853,-0.015301313739444825,0.005234280328531086,-0.002635172825020686,0.018806862990247943,0.6697498509300046,0.4683009867471965,0.8767335397872629,2.0045057608340224
