,date,open,high,low,close,volume,market_cap,correction_five,correction_ten,correction_twenty,correction_thirty,correction_fourty,9_ema,20_ema,correction_ema
43,2016-02-13,384.263,391.212,384.263,390.819,61988934.027777776,5927688219.233347,1,1,0,0,0,380.0265826934639,383.4026997886053,1
44,2016-02-14,391.86,407.153,391.86,407.153,64288397.21254356,6095022708.424892,1,1,0,0,0,382.3933692428645,384.2171709922798,1
45,2016-02-15,407.23,410.381,397.749,400.364,67486744.44444445,6156518863.819102,1,1,0,0,0,387.3608684863774,386.43103714274446,0
46,2016-02-16,400.185,408.945,400.185,407.523,63576393.05555555,6177858607.458504,1,1,0,0,0,389.9257662880173,387.75291413696755,0
47,2016-02-17,407.488,421.167,406.784,416.309,74079149.47735192,6314595879.624671,1,1,0,0,0,393.4382913623405,389.64797968158894,0
48,2016-02-18,416.322,425.996,415.638,422.293,79243662.15277778,6413118634.988006,1,1,0,0,0,398.01511474313014,392.2073433028118,0
49,2016-02-19,422.373,423.104,417.604,420.796,61806053.81944445,6415987862.966205,1,0,0,0,0,402.8867613249675,395.0996701794413,0
50,2016-02-20,420.785,441.984,420.785,438.327,60756517.36111111,6568636750.013625,1,0,0,0,0,406.4664499327925,397.5608334239464,0
51,2016-02-21,437.164,448.046,429.077,438.674,90779463.06620207,6693400905.532374,1,0,0,0,0,412.60601602739587,401.35339488254834,0
52,2016-02-22,438.798,439.045,432.917,437.122,85271782.29166667,6658364774.180389,1,0,0,0,0,417.8444511018239,404.9373584849785,0
53,2016-02-23,437.748,439.858,417.821,420.495,73160038.8888889,6534034503.280625,1,0,0,0,0,421.8251841528506,408.0762949974605,0
54,2016-02-24,420.736,425.55,413.907,425.102,69253478.67132868,6434602764.175539,1,1,0,0,0,421.6073463034953,409.28690602070066,0
55,2016-02-25,424.955,427.719,420.415,424.58,65748955.78947368,6467057912.701045,1,0,0,0,0,422.27687954781754,410.7846179579252,0
56,2016-02-26,424.544,431.015,421.62,431.015,59079056.94444445,6490295205.466607,1,0,0,0,0,422.73030499542693,412.09941367813786,0
57,2016-02-27,432.152,434.231,428.103,432.6,108173001.7361111,6586578987.222064,1,0,0,0,0,424.6146485084478,414.0149552061197,0
58,2016-02-28,432.519,435.683,423.82,433.553,46834766.20209059,6559640938.599924,1,0,0,0,0,426.19552183510984,415.7820623006346,0
59,2016-02-29,433.504,441.507,431.693,438.156,57918418.75,6671677554.830655,1,0,0,0,0,427.65721970813337,417.4740389328402,0
60,2016-03-01,437.697,439.653,432.319,435.101,62204940.625,6650911162.223463,1,0,0,0,0,429.66517822825676,419.4043426559347,0
61,2016-03-02,435.123,435.917,424.568,424.568,73767845.26315789,6603299005.179222,1,0,0,0,0,430.75674365320964,420.9043861638399,0
62,2016-03-03,423.989,425.373,419.411,421.517,89831927.77777778,6450796314.691318,1,0,0,0,0,429.4031938605214,421.19869651951814,0
63,2016-03-04,421.651,425.178,410.968,411.326,90064090.45936395,6440671761.161821,1,1,0,0,0,427.85275411519035,421.2418443521497,0
64,2016-03-05,410.939,411.257,394.035,400.845,111919596.875,6189551375.550026,1,1,0,0,0,424.4700015934417,420.259151654811,0
65,2016-03-06,400.57,411.907,395.778,407.607,121444768.77192985,6198001539.390061,1,1,0,0,0,419.6899993544615,418.3814540259247,0
66,2016-03-07,407.707,415.917,406.309,414.482,85912771.52777778,6286442470.264183,1,1,0,0,0,417.2933987133315,417.36359344638714,1
67,2016-03-08,414.321,416.243,411.094,414.047,81362679.5138889,6328964732.52417,1,1,0,0,0,416.6989188178184,417.0735013730704,1
68,2016-03-09,413.972,416.032,411.606,414.798,64637548.43205575,6322543668.856877,1,1,0,0,0,416.15353494207574,416.77782402161887,1
69,2016-03-10,414.86,417.512,413.251,417.123,76580775.34722222,6347431860.817986,1,1,0,0,0,415.89482791109026,416.5950083795863,1
70,2016-03-11,417.131,423.926,417.013,421.572,81702588.54166667,6441599959.151821,1,0,0,0,0,416.14206236141825,416.6460971050923,1
71,2016-03-12,421.69,421.795,410.094,411.796,88847708.33333333,6347647086.779034,1,1,0,0,0,417.25165000598776,417.12682556421504,0
72,2016-03-13,411.624,416.604,411.624,414.1,75499625.08710802,6338451520.227352,1,1,0,0,0,416.1261199099644,416.6023948175869,1
73,2016-03-14,414.065,416.684,414.065,416.381,91310887.15277778,6364004073.6259775,1,1,0,0,0,415.7138959001876,416.36059127521895,1
74,2016-03-15,416.438,418.131,414.985,416.702,77684040.625,6385552070.953406,1,1,0,0,0,415.8587167279588,416.36796758898896,1
75,2016-03-16,416.83,417.686,415.912,417.078,64530772.82229965,6384440334.768196,1,1,0,0,0,416.05297339074644,416.4119925688105,1
76,2016-03-17,417.011,420.997,417.011,420.654,74201573.94366197,6447472053.48566,1,0,0,0,0,416.24457871920924,416.46906657469845,1
77,2016-03-18,420.621,420.621,406.137,409.636,89085957.9861111,6354553581.513639,1,1,0,0,0,417.11986299953134,416.8646498382755,0
78,2016-03-19,409.548,410.984,407.23,410.519,87396928.125,6270117600.116032,1,1,0,0,0,415.60549036617925,416.1675693043848,1
79,2016-03-20,410.444,414.625,410.401,414.01,50687778.39721254,6326838470.463714,1,1,0,0,0,414.5731922747043,415.62228576086756,1
80,2016-03-21,413.755,413.755,410.381,413.304,51562446.3768116,6312403068.708048,1,1,0,0,0,414.4095538174504,415.44439538884143,1
81,2016-03-22,413.307,418.375,412.531,418.018,66752441.90140845,6392276120.277064,1,1,0,0,0,414.1890430514668,415.24077838051517,1
82,2016-03-23,418.089,419.268,417.364,418.01,57658206.27177701,6420688417.746695,1,0,0,0,0,414.96903444822954,415.5121045460171,1
83,2016-03-24,418.041,418.68,415.486,416.386,64999179.51388889,6412075768.6135,1,1,0,0,0,415.58342756303,415.75300552443207,1
84,2016-03-25,416.394,418.08,415.558,417.222,56657612.89198607,6405720125.611712,1,1,0,0,0,415.7455420513626,415.8140649531844,1
85,2016-03-26,417.177,418.987,416.259,417.932,43923417.708333336,6415249231.504843,1,1,0,0,0,416.0318336424161,415.9438920219516,0
86,2016-03-27,417.945,428.797,417.711,426.819,45146540.06968641,6477001029.591694,1,0,0,0,0,416.41446691535066,416.1345052578837,0
87,2016-03-27,426.765,426.857,423.293,424.103,75087466.31944445,6529000688.040501,1,0,0,0,0,418.4845735384169,417.1470848409391,0
88,2016-03-28,424.231,426.203,412.681,416.465,65777379.86111111,6453248380.261595,1,1,0,0,0,419.6338588334589,417.8218347748982,0
89,2016-03-29,416.516,416.834,412.496,414.867,68924595.81881534,6384974078.974849,1,1,0,0,0,419.01028706558407,417.6974543233384,0
90,2016-03-30,414.816,418.369,414.816,416.779,59758510.41666666,6418029700.38904,1,1,0,0,0,418.17142965119405,417.4229996867447,0
91,2016-03-31,416.729,418.173,415.831,417.822,53367835.06944445,6416085729.804515,1,1,0,0,0,417.882943720605,417.35689785067865,0
92,2016-04-01,417.96,422.081,417.96,420.829,47537003.48432056,6481376410.232757,1,0,0,0,0,417.898354976499,417.4143413617386,0
93,2016-04-02,420.873,421.58,419.697,420.861,33961565.73426574,6478782222.8557205,1,0,0,0,0,418.4932839816614,417.74376446079117,0
94,2016-04-03,420.904,422.343,419.601,421.486,40742629.92957746,6487267073.294499,1,0,0,0,0,418.97542718562886,418.0447616263121,0
95,2016-04-04,421.444,424.257,420.614,423.994,53637693.26241135,6505524523.794092,1,0,0,0,0,419.4691417487486,418.368520367069,0
96,2016-04-05,424.03,424.527,422.729,423.256,59337751.219512194,6529467117.645196,1,0,0,0,0,420.3813133993617,418.9077416824672,0
97,2016-04-06,423.413,423.657,420.518,422.649,53284911.14982578,6514715160.047823,1,0,0,0,0,420.9876507196823,419.33683750341777,0
98,2016-04-07,422.745,425.361,419.635,420.25,56822006.29370629,6527203789.532831,1,0,0,0,0,421.33912057583535,419.66144056069527,0
99,2016-04-08,420.349,420.891,416.515,419.342,54011850.52264808,6460153994.801792,1,1,0,0,0,421.1410964606279,419.7269253603539,0
100,2016-04-09,419.411,422.435,419.257,421.512,55489735.31468532,6491423163.776447,1,0,0,0,0,420.79507716844597,419.69683600511433,0
101,2016-04-10,421.564,422.739,420.533,422.376,60633932.98611111,6508472330.828653,1,0,0,0,0,420.9488617347768,419.87466770151417,0
102,2016-04-11,422.483,427.277,422.483,425.334,56607360.06944445,6562665295.19383,1,0,0,0,0,421.25568938785347,420.1230885850181,0
103,2016-04-12,425.19,426.658,422.916,423.764,66312944.94773519,6560288164.034968,1,0,0,0,0,422.04255151034846,420.6056661360356,0
104,2016-04-13,423.734,425.371,423.013,424.155,55218203.81944445,6546402316.387081,1,0,0,0,0,422.38084120830143,420.9036108272656,0
105,2016-04-14,424.282,429.928,424.282,429.751,45294543.05555555,6596832097.793263,1,0,0,0,0,422.7610729666614,421.22537012339745,0
106,2016-04-15,429.713,432.625,428.984,430.42,43754109.40766551,6642935104.191334,1,0,0,0,0,424.1514583733886,422.0337338884204,0
107,2016-04-16,430.572,431.371,426.079,427.268,43374111.538461536,6622287049.858779,1,0,0,0,0,425.43556669875477,422.8469185292365,0
108,2016-04-17,427.399,429.274,427.086,428.521,49539304.16666666,6616196915.802857,1,0,0,0,0,425.8282533590146,423.28045802778684,0
109,2016-04-18,428.591,436.02,428.104,435.553,45999172.222222224,6634441343.370763,1,0,0,0,0,426.3808026872237,423.78623229999795,0
110,2016-04-19,435.509,443.054,434.406,441.368,61871007.66550522,6759638179.644852,1,0,0,0,0,428.2064421498108,424.90270308354974,0
111,2016-04-20,441.389,450.548,440.952,449.306,64274105.55555555,6862560344.312202,0,0,0,0,0,430.84295371988554,426.47284787011273,0
112,2016-04-21,449.425,449.81,444.15,445.67,64649432.63888889,6902843738.549316,0,0,0,0,0,434.5593629759501,428.658793913251,0
113,2016-04-22,445.737,450.223,444.331,450.146,46811597.90940767,6906262482.511794,0,0,0,0,0,436.7948903807801,430.2853077682181,0
114,2016-04-23,450.282,460.146,448.928,458.664,55660019.097222224,7019999427.101808,0,0,0,0,0,439.4923123046434,432.18977375557637,0
115,2016-04-24,458.555,466.62,453.592,462.298,67819551.7361111,7106127885.955274,0,0,0,0,0,443.30484984373663,434.70077047788567,0
116,2016-04-25,461.426,467.965,461.426,466.176,86860455.94405594,7190092591.846447,0,0,0,0,0,446.929079875006,437.24605133734235,0
117,2016-04-26,466.089,467.079,444.134,444.134,77010612.19512194,7118942755.955537,1,0,0,0,0,450.7610639000189,439.99301924178354,0
118,2016-04-27,444.687,449.551,436.65,449.056,92573256.25,6894720243.93937,1,0,0,0,0,449.5462511200115,440.44006803392307,0
119,2016-04-28,449.011,455.384,446.017,455.225,49408494.79166666,6979249293.776606,0,0,0,0,0,449.4392008960089,441.2563522342321,0
120,2016-04-29,455.097,455.587,447.697,448.223,51610247.38675958,7013793271.394319,0,0,0,0,0,450.5707607168092,442.5745164190236,0
121,2016-04-30,448.318,452.479,447.927,451.683,56931218.75,6984013242.224357,0,0,0,0,0,450.12020857344663,443.121517579097,0
122,2016-05-01,451.875,452.445,441.776,444.599,62697534.722222224,6923164288.197449,1,0,0,0,0,450.4711668587578,443.95518632745666,0
123,2016-05-02,444.669,451.097,442.617,450.318,72760103.47222222,6931482120.597055,1,0,0,0,0,449.3107334870051,444.023168859094,0
124,2016-05-03,450.304,450.378,445.63,446.723,53766989.54703832,6942080719.597448,0,0,0,0,0,449.5093867896042,444.62134545952796,0
125,2016-05-04,446.722,448.506,445.883,447.985,48683267.36111111,6936702992.445453,0,0,0,0,0,448.951909431683,444.8214084642743,0
126,2016-05-05,447.976,461.375,447.068,459.735,54223327.777777776,7010632587.830156,0,0,0,0,0,448.75672754534634,445.12184666040093,0
127,2016-05-06,459.603,460.675,457.324,458.424,61750342.85714286,7118461956.247312,0,0,0,0,0,450.9259820362779,446.50100788840723,0
128,2016-05-07,458.536,459.417,455.983,458.6,37175556.94444445,7104766438.570986,0,0,0,0,0,452.44798562902275,447.64720044590666,0
129,2016-05-08,458.548,462.481,456.531,460.451,42556855.55555555,7114692353.145024,0,0,0,0,0,453.6679885032185,448.6853741533031,0
130,2016-05-09,460.483,461.929,448.954,450.647,56435998.26388889,7074222180.249577,0,0,0,0,0,455.03099080257505,449.8089598402788,0
131,2016-05-10,450.895,454.576,450.864,452.667,53579415.33101045,7038526747.442525,0,0,0,0,0,454.2037926420599,449.91239242575807,0
132,2016-05-11,452.728,454.949,449.25,454.733,52739841.66666666,7012562784.148679,0,0,0,0,0,453.90863411364796,450.1805459721316,0
133,2016-05-12,454.766,457.055,453.453,455.677,60983088.54166666,7075111193.672888,0,0,0,0,0,454.0801072909183,450.61725653386844,0
134,2016-05-13,455.67,456.836,454.786,455.665,49905003.1358885,7083634041.511238,0,0,0,0,0,454.3980858327347,451.0984708496434,0
135,2016-05-14,455.671,458.692,455.459,457.657,29540801.736111112,7098489482.947612,0,0,0,0,0,454.6526686661877,451.53395035045725,0
136,2016-05-15,457.568,458.2,452.945,454.302,35892517.01388889,7099323229.539503,0,0,0,0,0,455.23573493295015,452.10862238335716,0
137,2016-05-16,454.163,455.072,453.605,453.813,65207640.625,7063290859.899903,0,0,0,0,0,455.02118794636004,452.304277590904,0
138,2016-05-17,453.783,455.998,453.299,454.689,75890511.2033195,7073682204.579711,0,0,0,0,0,454.77355035708797,452.44510842446044,0
139,2016-05-18,454.619,454.633,439.628,439.628,81419229.16666667,7005191280.4847975,1,0,0,0,0,454.7426402856704,452.6521458875267,0
140,2016-05-19,438.715,444.054,437.389,442.446,99423136.45833331,6866403417.334153,1,0,0,0,0,451.5371122285363,451.3247976731321,0
141,2016-05-20,442.676,443.778,441.706,443.23,60424859.93031359,6899444166.119086,1,0,0,0,0,449.764889782829,450.5011021024794,1
142,2016-05-21,443.188,443.427,439.035,439.442,35061346.527777776,6880695295.759077,1,0,0,0,0,448.4495118262632,449.8046157640039,1
143,2016-05-22,439.323,444.345,438.823,444.28,44070797.91666666,6885380392.253331,1,0,0,0,0,446.6242094610105,448.8063660938549,1
144,2016-05-23,444.155,447.1,443.93,446.036,54126966.66666666,6945112381.511251,1,0,0,0,0,446.13036756880837,448.3633786260888,1
145,2016-05-24,445.981,450.298,445.981,449.538,65579425.78397212,6991967367.725384,0,0,0,0,0,446.1004940550467,448.13648532131475,1
146,2016-05-25,449.599,453.644,447.896,453.376,62401027.43055555,7036199428.599842,0,0,0,0,0,446.80019524403735,448.2757724903843,1
147,2016-05-26,453.384,478.149,453.384,473.73,133270755.90277778,7365645532.421189,0,0,0,0,0,448.1169561952299,448.7622705279818,1
148,2016-05-27,473.464,533.473,472.699,530.623,148418362.36933798,7772887680.80971,0,0,0,0,0,453.1863649561839,451.1148169774901,0
149,2016-05-28,530.04,553.96,512.179,525.58,154379312.5,8180835977.513887,0,0,0,0,0,468.5570919649472,458.63150334563784,0
150,2016-05-29,526.233,544.349,522.963,534.696,128016110.41666669,8388061081.682201,1,0,0,0,0,480.0922735719577,465.06974288197915,0
151,2016-05-30,533.864,546.618,520.662,531.433,98355895.1388889,8380687548.260258,1,0,0,0,0,490.8466188575663,471.6215785134524,0
152,2016-05-31,531.386,543.08,525.636,537.859,123569464.80836236,8327980559.870527,1,0,0,0,0,498.95449508605304,477.31342945234786,0
153,2016-06-01,536.92,540.352,533.078,538.017,70688274.30555555,8370134546.793167,0,0,0,0,0,506.54759606884244,482.99024684416145,0
154,2016-06-02,537.972,574.638,536.92,569.098,82483117.0138889,8640630689.765676,0,0,0,0,0,512.832476855074,488.22660524663695,0
155,2016-06-03,569.194,590.132,564.238,573.18,115192012.19512194,8966237047.4408,0,0,0,0,0,524.1047814840592,495.9377869771671,0
156,2016-06-04,572.727,582.808,569.178,575.039,80019398.6111111,9013842605.335482,0,0,0,0,0,533.8292251872474,503.2510464567648,0
157,2016-06-05,574.977,586.47,574.602,585.485,70549452.08333333,9094631313.501274,0,0,0,0,0,542.0587801497979,510.08209057799104,0
158,2016-06-06,585.537,590.259,567.514,576.534,81460987.84722222,9087885997.258823,0,0,0,0,0,550.7544241198384,517.2682733096744,0
159,2016-06-07,576.597,582.839,573.13,581.799,91240129.61672474,9032075249.10616,0,0,0,0,0,555.9229392958707,522.9186288599918,0
160,2016-06-08,581.645,582.203,570.951,574.648,68398935.41666667,9036068592.634323,0,0,0,0,0,561.0673514366966,528.5116171495223,0
161,2016-06-09,574.63,579.127,573.325,577.568,60858311.458333336,9029352657.128572,0,0,0,0,0,563.7798811493574,532.9038444869108,0
162,2016-06-10,577.47,607.116,577.47,607.116,57091339.72125436,9139178953.296247,0,0,0,0,0,566.517904919486,537.1482405991284,0
163,2016-06-11,606.727,684.844,606.727,672.285,171200411.1111111,10077445626.98659,0,0,0,0,0,574.5597239355887,543.7747896065728,0
164,2016-06-12,672.784,716.004,664.487,704.294,246848329.8611111,10784305221.123455,0,0,0,0,0,594.204579148471,556.0613818997781,0
165,2016-06-13,704.376,704.504,662.804,685.823,208854826.3888889,10779610683.25599,1,0,0,0,0,616.2388633187768,570.1865844839872,0
166,2016-06-14,685.559,696.303,672.561,694.053,142133917.07317072,10730410005.472843,1,0,0,0,0,630.1028906550215,581.174434186289,0
167,2016-06-15,694.469,773.722,694.469,766.15,197675551.56794423,11638822009.69572,0,0,0,0,0,642.9761125240173,591.964393373215,0
168,2016-06-16,766.308,775.356,716.556,749.353,301337187.5,11788124840.852558,1,0,0,0,0,667.6424900192138,608.5685471343461,0
169,2016-06-17,748.909,777.99,733.929,756.483,278915933.7979094,11787221012.503662,1,0,0,0,0,683.8957920153712,621.9343050956614,0
170,2016-06-18,756.227,766.621,745.628,763.383,217495395.8333333,11872063095.041697,0,0,0,0,0,698.362033612297,634.7240860350538,0
171,2016-06-19,763.781,764.084,732.727,737.32,142460114.58333334,11782978534.034391,1,0,0,0,0,711.4458268898376,647.0152211090517,0
172,2016-06-20,737.226,737.226,639.07,665.9,226146555.55555555,10737398070.16786,1,1,0,0,0,716.6018615118702,655.6067241202898,0
173,2016-06-21,666.652,678.67,587.483,588.221,289819031.358885,10234458957.32203,1,1,1,0,0,706.6118892094962,656.6586551852238,0
174,2016-06-22,596.116,629.327,558.139,623.863,277014288.1944444,9325750019.363617,1,1,1,0,0,684.512711367597,650.8926878820422,0
175,2016-06-23,623.977,681.727,623.977,666.945,254224284.7222222,10329312126.645342,1,1,0,0,0,672.4055690940777,648.329288978741,0
176,2016-06-24,665.299,691.731,646.559,665.34,152641073.1707317,10572565676.03696,1,1,0,0,0,670.9842552752622,649.9454519658851,0
177,2016-06-25,665.123,665.98,616.934,630.061,105703175.69444443,10106803254.68506,1,1,1,0,0,669.8120042202098,651.3909327575312,0
178,2016-06-26,629.367,650.318,620.524,649.135,117490354.16666669,10052394152.316416,1,1,1,0,0,661.7230033761679,649.2934153172707,0
179,2016-06-27,655.275,659.248,637.773,647.113,120406708.33333331,10246402418.67153,1,1,0,0,0,660.4334027009344,649.863090057506,0
180,2016-06-28,644.122,644.682,628.284,639.743,144656940.7665505,9955103469.242146,1,1,0,0,0,657.1711221607475,649.3163195684169,0
181,2016-06-29,639.89,675.403,636.608,674.039,130590156.25,10303939695.39618,1,1,0,0,0,653.714897728598,648.4185748365899,0
182,2016-06-30,673.337,686.154,669.594,675.964,142518173.6111111,10636105282.112703,1,1,0,0,0,657.6393181828785,650.7917582118561,0
183,2016-07-01,676.296,703.288,676.296,703.288,112441163.7630662,10825487574.02079,1,1,0,0,0,661.3706545463028,653.2207336446702,0
184,2016-07-02,703.702,704.968,649.009,657.342,120296991.31944443,10660392182.570251,1,1,0,0,0,669.8369236370423,658.0284733412897,0
185,2016-07-03,658.664,683.349,650.508,683.349,106906789.58333331,10573500739.553703,1,1,0,0,0,667.602338909634,658.0889996902364,0
186,2016-07-04,683.662,683.662,665.066,670.545,102702927.5261324,10606794069.971245,1,1,0,0,0,670.8142711277073,660.5245235473961,0
187,2016-07-05,670.627,681.898,670.418,677.032,133312743.05555557,10640450458.529024,1,1,0,0,0,670.7768169021659,661.4866641684116,0
188,2016-07-06,677.331,682.432,611.834,639.667,189236104.16666663,10150547854.32435,1,1,1,0,0,672.0876535217328,662.9956485425223,0
189,2016-07-07,640.562,666.707,636.467,666.707,206150826.3888889,10205610893.351196,1,1,0,0,0,665.7825228173863,660.8591105743093,0
190,2016-07-08,666.523,666.523,633.399,650.911,154875142.85714287,10273860953.120407,1,1,0,0,0,665.9306182539091,661.3985286175426,0
191,2016-07-09,650.96,652.294,641.264,649.727,146663965.2777778,10191465797.533709,1,1,0,0,0,662.9364946031274,660.4043830304317,0
192,2016-07-10,649.36,659.629,644.98,647.678,101209056.25,10228485826.693691,1,1,0,0,0,660.221195682502,659.3525370232373,0
193,2016-07-11,647.659,675.259,646.779,664.547,102330052.96167248,10368349870.338514,1,1,0,0,0,657.7087565460016,658.2388668264326,1
194,2016-07-12,664.551,668.7,655.672,655.672,133493104.16666669,10457055036.628836,1,1,0,0,0,659.0772052368013,658.8400223687823,0
195,2016-07-13,654.468,662.902,652.923,657.787,112133747.91666669,10349021898.599632,1,1,0,0,0,658.1553641894411,658.4236392847815,1
196,2016-07-14,658.078,667.077,658.078,663.848,76567592.0138889,10472615925.837473,1,1,0,0,0,658.1398913515529,658.3907212575693,1
197,2016-07-15,663.255,666.46,659.334,662.211,60582619.86062717,10459934774.235369,1,1,0,0,0,659.1629130812424,658.8539859008528,0
198,2016-07-16,660.767,682.365,660.767,678.84,50767355.74912892,10576605092.281977,1,1,0,0,0,659.4837304649941,659.0361777202273,0
199,2016-07-17,679.459,681.555,668.625,673.396,68054469.09722222,10684795927.902954,1,1,0,0,0,663.4787843719953,660.9812084174816,0
200,2016-07-18,673.106,673.277,667.632,672.914,62406973.17073171,10574186033.543957,1,1,0,0,0,665.4042274975963,662.1359504750774,0
201,2016-07-19,672.864,672.929,663.36,665.816,73545020.1388889,10544745130.962706,1,1,0,0,0,666.896181998077,663.1576694791463,0
202,2016-07-20,665.685,666.219,660.415,665.115,82064992.0138889,10460030277.54713,1,1,0,0,0,666.6539455984616,663.3983676243508,0
203,2016-07-21,665.012,666.583,646.722,650.521,83447852.77777778,10409947583.06394,1,1,0,0,0,666.3255564787693,663.5520468984308,0
