,date,open,high,low,close,volume,market_cap,correction_five,correction_ten,correction_twenty,correction_thirty,correction_fourty,9_ema,20_ema,correction_ema
389,2017-01-24,921.012,924.145,892.286,892.286,96510647.91666669,14521285580.580357,1,1,1,0,0,899.5412425155173,894.6406044062802,0
390,2017-01-25,892.687,903.252,891.687,901.297,103423122.91666669,14485642973.49749,1,1,1,0,0,898.1703940124139,894.4545468437773,0
391,2017-01-26,901.542,919.326,901.542,917.788,119703595.81881534,14686024162.02125,1,1,1,0,0,898.8447152099311,895.1295423824652,0
392,2017-01-27,917.586,923.223,915.846,919.764,133798916.08391608,14850089984.106352,1,1,1,0,0,902.5929721679449,897.2682526317541,0
393,2017-01-28,919.75,923.911,919.75,921.583,91621393.75,14870049775.101192,1,1,1,0,0,906.0243777343559,899.4093714287299,0
394,2017-01-29,921.59,923.418,919.148,919.518,59983756.597222224,14879590267.177828,1,1,1,0,0,909.1375021874848,901.5218122450412,0
395,2017-01-30,919.496,923.048,919.474,920.728,64508362.02090593,14876345029.00624,1,1,1,0,0,911.2092017499879,903.2336396502754,0
396,2017-01-31,920.382,972.019,920.382,970.555,111377196.875,15209183747.138542,1,1,1,0,0,913.0437613999903,904.8668168264397,0
397,2017-02-01,970.403,989.114,970.403,989.114,170890229.6819788,15805376727.03937,1,1,0,0,0,924.5156091199924,911.1083580810646,0
398,2017-02-02,989.023,1013.52,983.221,1011.67,133897802.78745644,16099601073.79645,1,1,0,0,0,937.417087295994,918.5288001685822,0
399,2017-02-03,1011.8,1033.87,1008.79,1028.74,189501097.2222222,16529099346.616089,1,1,0,0,0,952.2936698367952,927.4117715810982,0
400,2017-02-04,1029.91,1045.9,1015.16,1042.56,156215250.0,16654950352.070282,1,1,0,0,0,967.8169358694362,937.1735076209936,0
401,2017-02-05,1042.9,1043.63,1022.37,1028.34,133484531.25,16717024915.046137,1,1,0,0,0,982.833548695549,947.2426973713751,0
402,2017-02-06,1027.34,1044.64,1027.34,1037.75,113484717.77003483,16762333454.24063,1,1,0,0,0,991.7348389564393,954.8710119074346,0
403,2017-02-07,1038.15,1061.93,1038.15,1061.26,130379906.25,17061730337.795174,1,1,0,0,0,1001.0178711651515,962.8023441067265,0
404,2017-02-08,1061.35,1078.97,1037.49,1062.99,181550142.3611111,17190497382.665096,1,1,0,0,0,1013.0842969321213,972.1878351441811,0
405,2017-02-09,1063.07,1088.99,953.344,992.935,266473874.56445992,16724473318.031006,1,1,0,0,0,1023.0814375456972,980.8432794161639,0
406,2017-02-10,994.383,998.905,946.691,989.841,320292798.6111111,15759021323.409084,1,1,0,0,0,1017.3417500365579,982.1327766146245,0
407,2017-02-11,988.674,1009.29,982.83,1004.15,138468881.94444445,16190892442.72242,1,1,0,0,0,1011.6082000292463,982.7557502703746,0
408,2017-02-12,1004.45,1004.76,996.921,999.095,77994253.81944445,16144778087.106924,1,1,0,0,0,1010.1765600233972,984.8218692922438,0
409,2017-02-13,999.181,1002.1,976.002,991.026,79602618.46689895,16058780070.058311,1,1,0,0,0,1007.9774480187177,986.1894055501253,0
410,2017-02-14,990.642,1011.51,986.471,1004.58,116930831.8181818,16192991714.4673,1,1,0,0,0,1004.5103584149743,986.6134621643992,0
411,2017-02-15,1004.55,1008.84,1001.58,1007.42,109565172.91666669,16280711825.67078,1,1,0,0,0,1004.5182867319796,988.3217038630277,0
412,2017-02-16,1007.48,1033.37,1007.48,1027.56,100285827.17770036,16500635207.94165,1,1,0,0,0,1005.1106293855839,990.1463034951202,0
413,2017-02-17,1027.44,1053.17,1025.64,1047.24,125479559.02777778,16778854588.540688,1,1,0,0,0,1009.5765035084672,993.6980841146325,0
414,2017-02-18,1046.21,1061.1,1046.21,1054.16,119479334.72222222,17128895718.281708,1,0,0,0,0,1016.9032028067738,998.6992189608579,0
415,2017-02-19,1054.42,1056.81,1043.46,1047.73,84642419.09722222,16998383618.61398,1,1,0,0,0,1024.4065622454193,1004.0059600122049,0
416,2017-02-20,1047.87,1080.49,1041.69,1080.49,79101966.55052266,17064955078.779947,1,1,0,0,0,1029.0992497963355,1008.1834876300903,0
417,2017-02-21,1079.98,1117.25,1076.93,1115.23,151632350.69444445,17685012641.55187,1,0,0,0,0,1039.2753998370686,1015.0212507129389,0
418,2017-02-22,1115.3,1125.39,1100.55,1117.7,158114802.08333334,17978272042.50628,1,0,0,0,0,1054.480319869655,1024.5716077878972,0
419,2017-02-23,1117.44,1176.62,1116.96,1174.63,140449146.34146342,18390776129.4732,0,0,0,0,0,1067.072255895724,1033.4162165700022,0
420,2017-02-24,1166.72,1200.39,1131.96,1173.85,300542034.7222222,19101340491.763485,0,0,0,0,0,1087.0018047165793,1046.1118149919068,0
421,2017-02-25,1173.68,1174.85,1124.59,1143.13,196883670.1388889,18703608207.000824,1,0,0,0,0,1104.3374437732634,1058.2611659450586,0
422,2017-02-26,1143.84,1167.47,1130.2,1165.57,133125041.66666669,18682792691.809982,1,0,0,0,0,1112.2379550186108,1066.4115310931481,0
423,2017-02-27,1165.2,1181.98,1163.38,1179.03,115890369.3379791,18957409592.28196,0,0,0,0,0,1122.8303640148886,1075.8199567033246,0
424,2017-02-28,1179.97,1193.25,1171.82,1179.74,166211258.74125874,19122174591.153515,0,0,0,0,0,1134.258291211911,1085.739008445865,0
425,2017-03-01,1179.97,1221.42,1179.69,1221.42,165318934.0277778,19360965289.81908,0,0,0,0,0,1143.400632969529,1094.7133885938779,0
426,2017-03-02,1222.5,1260.9,1215.62,1251.35,281175104.5296167,20013405607.4699,0,0,0,0,0,1159.2205063756232,1106.8835420611276,0
427,2017-03-03,1251.01,1280.31,1250.71,1275.14,371834152.7777778,20503139440.39096,0,0,0,0,0,1177.5784051004987,1120.6098713886392,0
428,2017-03-04,1274.99,1279.4,1230.51,1255.71,232846572.91666663,20534798043.849747,0,0,0,0,0,1197.060724080399,1135.3127407801974,0
429,2017-03-05,1255.15,1267.29,1238.06,1267.29,159470829.8611111,20309168247.231823,0,0,0,0,0,1208.6785792643193,1146.7258130868454,0
430,2017-03-06,1267.12,1276.0,1264.6,1272.72,136216811.8466899,20597529241.402084,0,0,0,0,0,1220.3668634114556,1158.1919261261935,0
431,2017-03-07,1272.83,1275.55,1204.8,1223.8,212690409.7222222,20209188488.18693,1,0,0,0,0,1230.8594907291645,1169.109837923699,0
432,2017-03-08,1223.54,1232.16,1148.08,1151.83,321602125.0,19335175815.38066,1,1,0,0,0,1229.3955925833316,1174.2936628833465,0
433,2017-03-09,1150.0,1197.46,1141.23,1188.35,275023898.9547038,19021290582.19558,1,1,0,0,0,1213.5164740666653,1171.9799807039803,0
434,2017-03-10,1188.49,1270.47,1077.25,1116.42,270583496.5277778,19425153403.54402,1,1,0,0,0,1208.5111792533323,1173.5523634940773,0
435,2017-03-11,1116.72,1193.83,1116.32,1175.21,549515569.4444444,18929135401.001373,1,1,0,0,0,1190.1529434026659,1168.1397574470222,0
436,2017-03-12,1175.83,1226.98,1175.36,1221.39,234017260.41666663,19380316109.761887,1,0,0,0,0,1187.2883547221327,1168.8721614996866,0
437,2017-03-13,1221.38,1237.37,1217.03,1231.75,309097648.0836237,19891930052.15912,0,0,0,0,0,1194.1066837777062,1173.872908023526,0
438,2017-03-14,1231.92,1244.81,1220.72,1240.06,304416097.2222222,20017472281.17849,0,0,0,0,0,1201.669347022165,1179.4012024974759,0
439,2017-03-15,1240.0,1251.61,1239.75,1249.56,242288902.7777778,20197900294.505142,0,0,0,0,0,1209.335477617732,1185.1725165453354,0
440,2017-03-16,1249.61,1257.98,1152.44,1188.54,477139602.78745645,19900188874.7598,1,0,0,0,0,1217.3903820941857,1191.309419731494,0
441,2017-03-17,1187.81,1187.81,1099.57,1099.57,716295673.6111112,18461300298.007866,1,1,0,0,0,1211.4743056753487,1190.9761416618278,0
442,2017-03-18,1100.23,1114.07,957.655,973.313,591856656.25,17055437975.974403,1,1,1,0,0,1189.2254445402789,1182.333651979749,0
443,2017-03-19,973.818,1069.91,973.818,1038.05,558958687.5,16647414786.818909,1,1,1,0,0,1146.1439556322232,1162.4750184578681,1
444,2017-03-20,1036.74,1063.03,1036.68,1053.31,342144305.2631579,17083194505.976725,1,1,0,0,0,1124.2631645057786,1150.500254795214,1
445,2017-03-21,1054.23,1122.43,1054.23,1119.92,304371954.8611111,17768541844.160007,1,1,0,0,0,1110.2565316046228,1141.3316591004316,1
446,2017-03-22,1120.54,1120.65,1014.21,1049.38,347011225.6944444,17308488695.723602,1,1,1,0,0,1112.3132252836983,1139.3515010908666,1
447,2017-03-23,1049.14,1058.01,1028.93,1038.33,309805721.2543554,16980444589.599989,1,1,0,0,0,1099.6785802269587,1130.759929558403,1
448,2017-03-24,1038.59,1040.47,934.358,935.192,335641121.5277778,16215891512.865456,1,1,1,0,0,1087.460864181567,1121.9818410290313,1
449,2017-03-25,937.52,975.761,903.713,974.799,515419753.4722222,15175434107.627245,1,1,1,0,0,1057.4726913452537,1104.414046645314,1
450,2017-03-26,972.779,1007.96,954.186,964.909,336942430.5555556,15856667135.277252,1,1,1,0,0,1040.533953076203,1091.8773755362365,1
451,2017-03-26,966.725,1046.4,966.725,1046.4,324184139.3728223,16435272947.564491,1,1,1,0,0,1025.7721624609626,1079.9581016756424,1
452,2017-03-27,1045.77,1064.65,1027.73,1047.49,373652586.8055556,16979559619.509745,1,1,0,0,0,1029.7717299687702,1076.702091992248,1
453,2017-03-28,1047.15,1055.13,1015.88,1039.68,323618635.4166667,16823470210.933683,1,1,1,0,0,1033.247383975016,1073.8876070406052,1
454,2017-03-29,1039.97,1049.29,1020.04,1026.28,294159104.5296167,16803351867.267963,1,1,1,0,0,1034.5919071800129,1070.6573587510238,1
455,2017-03-30,1026.43,1074.92,1026.43,1071.45,412114993.0555556,17044786380.037231,1,1,0,0,0,1032.9595257440103,1066.4452293461645,1
456,2017-03-31,1071.79,1091.72,1061.09,1080.28,352716725.6944444,17462864784.25235,1,1,0,0,0,1040.7256205952083,1066.9542551227203,1
457,2017-04-01,1080.5,1107.59,1075.45,1102.04,329828510.4166667,17675270292.59117,1,1,0,0,0,1048.6804964761666,1068.2443260634136,1
458,2017-04-02,1102.17,1151.74,1102.17,1142.26,631703843.2055749,18437952251.767075,1,1,0,0,0,1059.3783971809332,1071.4753426288028,1
459,2017-04-03,1143.81,1156.44,1120.52,1132.8,507484461.8055556,18552322316.246384,1,1,0,0,0,1076.2647177447466,1078.364357616536,1
460,2017-04-04,1133.25,1135.09,1113.63,1124.33,372516399.3055556,18290269306.6534,1,1,0,0,0,1087.6617741957973,1083.5915616530563,0
461,2017-04-05,1124.78,1188.37,1124.78,1183.28,462829588.8501742,18802371426.983097,1,1,0,0,0,1095.0854193566379,1087.514270067051,0
462,2017-04-06,1182.68,1186.58,1163.39,1176.21,425674375.0,19062087292.69228,1,0,0,0,0,1112.6043354853105,1096.5776729178083,0
463,2017-04-07,1176.9,1184.98,1162.58,1175.65,259772184.0277778,19056046736.18982,1,0,0,0,0,1125.4634683882484,1104.2274183542074,0
464,2017-04-08,1175.95,1197.21,1171.86,1188.05,195427494.7735192,19233284440.702503,1,0,0,0,0,1135.5607747105987,1111.0581404157115,0
465,2017-04-09,1187.87,1190.34,1179.04,1186.58,237790038.19444445,19278273103.29962,1,0,0,0,0,1146.022619768479,1118.3735556142153,0
466,2017-04-10,1187.13,1208.07,1187.13,1205.76,213989114.5833333,19472888909.334827,1,0,0,0,0,1154.2440958147833,1124.9217884128614,0
467,2017-04-11,1205.01,1207.14,1196.76,1200.85,238212826.3888889,19541973619.500694,1,0,0,0,0,1164.3972766518268,1132.549237135446,0
468,2017-04-12,1200.37,1205.89,1156.44,1169.01,331760947.73519164,19232746359.15659,1,0,0,0,0,1171.5918213214616,1139.0083574082607,0
469,2017-04-13,1169.28,1190.8,1159.79,1167.81,296431496.5277778,19087997123.20772,1,0,0,0,0,1171.1294570571692,1141.8913709884264,0
470,2017-04-14,1167.54,1188.0,1164.96,1172.48,218630489.5833333,19168053317.18599,1,0,0,0,0,1170.4115656457354,1144.3340975609572,0
471,2017-04-15,1172.52,1187.22,1172.52,1183.19,192055550.5226481,19224833435.278107,1,0,0,0,0,1170.8332525165883,1147.0184692218186,0
472,2017-04-16,1182.94,1194.9,1172.65,1193.99,209076972.2222222,19251464916.487816,1,0,0,0,0,1173.2546020132709,1150.4395673911692,0
473,2017-04-17,1193.91,1217.57,1193.77,1211.68,272997781.25,19687877654.49993,1,0,0,0,0,1177.3856816106168,1154.5796085920103,0
474,2017-04-18,1211.67,1215.51,1205.08,1209.93,249810510.41666663,19692568944.45006,1,0,0,0,0,1184.2425452884934,1160.0167887261046,0
475,2017-04-19,1210.29,1240.79,1208.41,1229.01,296555982.5783972,19882597171.6586,1,0,0,0,0,1189.4520362307946,1164.8047136093326,0
476,2017-04-20,1229.08,1235.94,1215.56,1221.54,297994753.4722222,19948986269.38368,1,0,0,0,0,1197.3776289846357,1170.9261694560628,0
477,2017-04-21,1222.05,1235.56,1208.47,1232.13,239769750.0,19961086563.85022,1,0,0,0,0,1202.3121031877088,1175.7951056983425,0
478,2017-04-22,1231.71,1232.2,1203.94,1206.77,267381637.630662,19869434389.69641,1,0,0,0,0,1208.1916825501671,1181.1203337270717,0
479,2017-04-23,1207.21,1250.94,1207.21,1250.35,250969298.6111111,20023617054.81407,1,0,0,0,0,1207.9953460401337,1183.605063848303,0
480,2017-04-24,1250.15,1267.58,1249.97,1265.3,225315503.4722222,20503387221.038696,0,0,0,0,0,1216.426276832107,1189.942676815131,0
481,2017-04-25,1265.49,1294.83,1265.49,1281.09,267342812.5,20832327325.498653,0,0,0,0,0,1226.2390214656857,1197.1376599755947,0
482,2017-04-26,1281.08,1319.7,1281.08,1317.93,391933351.9163763,21206358837.040573,0,0,0,0,0,1237.2072171725486,1205.1321685493476,0
483,2017-04-27,1317.73,1331.28,1292.37,1316.84,500212295.1388889,21377949011.08139,0,0,0,0,0,1253.311773738039,1215.855771544648,0
484,2017-04-28,1316.48,1327.2,1315.21,1321.53,458149631.9444444,21567974759.863617,0,0,0,0,0,1265.945418990431,1225.4390313975384,0
485,2017-04-29,1321.79,1347.91,1314.92,1347.91,361906975.6097561,21565527585.17486,0,0,0,0,0,1277.114335192345,1234.6153141215825,0
486,2017-04-30,1347.89,1434.32,1347.89,1422.5,559505677.0833334,22632430278.49708,0,0,0,0,0,1291.269468153876,1245.4033794433365,0
487,2017-05-01,1421.6,1473.9,1415.69,1452.84,627462531.25,23515799855.020355,0,0,0,0,0,1317.335574523101,1262.1840099725425,0
488,2017-05-02,1452.82,1492.77,1447.49,1488.82,473923562.5,23921954688.429585,0,0,0,0,0,1344.4324596184808,1280.339818546586,0
489,2017-05-03,1490.09,1608.91,1490.09,1533.93,726866114.9825784,25019062026.597893,0,0,0,0,0,1373.5639676947849,1300.316026304054,0
490,2017-05-04,1537.67,1618.03,1530.31,1555.89,1041419906.25,25881001354.86935,0,0,0,0,0,1406.385174155828,1322.9211666560489,0
491,2017-05-05,1555.45,1578.7,1542.5,1578.7,730011385.4166666,25528484231.03671,0,0,0,0,0,1436.1981393246626,1345.0667698316634,0
492,2017-05-06,1578.8,1596.72,1559.76,1596.72,734935616.1971831,25702776385.44865,0,0,0,0,0,1464.7185114597303,1367.327077466743,0
493,2017-05-07,1596.71,1723.03,1596.71,1723.03,1338145243.0555556,27041680536.40828,0,0,0,0,0,1491.1168091677844,1389.173070088958,0
494,2017-05-08,1723.35,1833.49,1716.3,1754.51,1276492822.9166667,29065176745.073757,0,0,0,0,0,1537.5634473342275,1420.9994443662001,0
495,2017-05-09,1755.36,1788.44,1719.1,1780.69,997842652.7777778,28616954500.07499,1,0,0,0,0,1581.122757867382,1452.8433068075146,0
496,2017-05-10,1787.13,1873.93,1755.35,1847.56,847431449.4773519,29818166962.56712,0,0,0,0,0,1622.324206293906,1484.6801347306086,0
497,2017-05-11,1848.57,1856.15,1694.01,1723.97,740455055.5555556,29257381571.937336,1,0,0,0,0,1667.573365035125,1519.3363123753127,0
498,2017-05-12,1724.24,1812.99,1651.08,1796.03,712328076.3888888,28322378123.431416,1,1,0,0,0,1678.9066920281005,1538.8509492919495,0
499,2017-05-13,1804.91,1831.42,1776.62,1804.8,462909909.4076655,29428815729.965496,1,0,0,0,0,1704.1073536224808,1564.1899065022403,0
500,2017-05-14,1808.91,1812.8,1708.54,1741.64,552691618.0555556,28687166177.653267,1,0,0,0,0,1725.0678828979849,1587.4965820734558,0
501,2017-05-15,1738.43,1785.94,1686.54,1735.58,885833211.8055556,28364050777.04927,1,0,0,0,0,1727.7403063183879,1601.8711933045552,0
502,2017-05-16,1734.45,1864.05,1661.91,1828.84,1042104329.8611112,29184530053.444843,1,1,0,0,0,1729.0822450547103,1614.497746323169,0
503,2017-05-17,1839.09,1904.48,1810.05,1900.26,929347452.9616724,29950068900.091087,0,0,0,0,0,1751.0837960437682,1635.8874847685813,0
504,2017-05-18,1888.65,2004.52,1888.65,1985.77,985780475.6944444,31896012907.687595,0,0,0,0,0,1778.5970368350145,1659.960105266812,0
505,2017-05-19,1987.71,2082.66,1974.92,2075.53,1032247421.6027876,32820314571.447945,0,0,0,0,0,1820.4196294680116,1691.174380955687,0
506,2017-05-20,2084.73,2119.08,2037.5,2042.66,1021048195.1219512,33574604429.549706,0,0,0,0,0,1873.2817035744094,1728.6558684837169,0
507,2017-05-21,2041.2,2303.9,2017.87,2149.53,1659823506.9444444,35901483341.29029,0,0,0,0,0,1906.8653628595277,1758.4219762471726,0
508,2017-05-22,2173.4,2320.82,2173.4,2320.82,1629465555.5555556,37210685296.55535,1,0,0,0,0,1960.1722902876222,1797.943692795061,0
509,2017-05-23,2320.42,2523.72,2320.42,2447.51,1546131597.2222223,39430403922.17176,0,0,0,0,0,2032.2218322300978,1847.7033411002933,0
510,2017-05-24,2443.64,2763.71,2285.3,2323.44,2184829964.4128118,42136987704.683525,1,0,0,0,0,2114.5054657840783,1904.4592133764556,0
511,2017-05-25,2304.98,2573.79,2071.99,2204.82,2112225243.055556,39129052532.31247,1,1,1,0,0,2152.6003726272625,1942.6040501977457,0
512,2017-05-26,2202.42,2260.2,1855.83,2027.72,1806832222.2222223,33531531662.176933,1,1,1,1,0,2162.56429810181,1967.3484263693888,0
513,2017-05-27,2038.87,2267.34,2038.87,2157.05,1430073693.379791,35527733790.18889,1,1,1,0,0,2137.8254384814477,1974.1600048103992,0
514,2017-05-28,2155.8,2307.05,2107.17,2248.67,941405114.5833334,36058892128.26455,1,1,1,0,0,2141.4203507851585,1991.4590519713133,0
515,2017-05-29,2255.61,2301.96,2124.57,2159.44,1199369798.6111112,36879096942.98757,1,1,1,0,0,2164.258280628127,2016.6162851169026,0
516,2017-05-30,2175.47,2311.08,2145.57,2289.12,1612583333.3333333,36685579427.93949,1,1,1,0,0,2166.5006245025015,2031.7452103438645,0
517,2017-05-31,2286.41,2448.39,2286.41,2401.8,1615621010.4529617,39031501458.951324,1,1,0,0,0,2190.482499602001,2055.998999834925,0
518,2017-06-01,2407.88,2484.62,2373.32,2481.16,1437146944.4444444,39588543260.61048,1,1,0,0,0,2233.961999681601,2089.511476041123,0
519,2017-06-02,2488.55,2581.91,2423.57,2557.05,1357441736.1111112,41050941794.126495,0,1,0,0,0,2284.8795997452808,2127.5151449895875,0
520,2017-06-03,2515.35,2585.89,2452.54,2522.07,1512326341.463415,41592968557.97311,1,1,0,0,0,2330.9736797962246,2164.451797847722,0
521,2017-06-04,2511.81,2681.97,2510.22,2679.51,1263812083.3333333,42345003196.01499,0,0,0,0,0,2367.1409438369797,2197.533531386034,0
522,2017-06-05,2686.81,2999.91,2686.81,2868.07,1904174738.6759584,46399724054.72872,0,0,0,0,0,2431.0747550695837,2244.13129030165,0
523,2017-06-06,2863.2,2869.38,2700.56,2735.64,1651149107.142857,46201881714.43982,1,0,0,0,0,2517.499804055667,2303.0902150348265,0
524,2017-06-07,2732.16,2815.3,2670.95,2805.79,1449076620.2090592,45038070968.33952,1,1,0,0,0,2560.431843244534,2343.954004079129,0
525,2017-06-08,2805.62,2901.71,2795.62,2813.33,1261414618.0555556,46377568565.26135,1,0,0,0,0,2609.4694745956276,2387.922194166831,0
526,2017-06-09,2823.81,2950.99,2746.55,2950.99,1607817465.2777777,46809628484.38523,1,0,0,0,0,2652.337579676502,2429.435318531895,0
527,2017-06-10,2947.71,2996.6,2840.53,2964.08,2008677202.7972028,47637489620.186615,1,0,0,0,0,2711.412063741202,2478.794812005048,0
528,2017-06-11,2958.11,2997.26,2518.56,2672.34,1975583680.555556,45981996911.79688,1,1,0,0,0,2760.751650992962,2524.4438775283766,0
529,2017-06-12,2659.63,2789.04,2650.38,2720.72,2372858710.801393,44936810238.074844,1,1,0,0,0,2740.52732079437,2537.3187463351983,0
530,2017-06-13,2717.02,2786.83,2412.94,2502.58,1594579583.3333333,43799593831.4607,1,1,0,0,0,2735.8258566354966,2554.433151446132,0
531,2017-06-14,2506.37,2534.71,2212.96,2459.19,1901055540.0696864,39341909495.37629,1,1,1,0,0,2689.9346853083975,2549.855708451262,0
532,2017-06-15,2464.58,2539.92,2385.15,2519.58,1610873750.0,40821932336.84506,1,1,1,0,0,2644.8637482467184,2541.7342124082847,0
533,2017-06-16,2518.56,2685.19,2484.96,2656.57,1342702752.6132405,42367543063.46479,1,1,0,0,0,2619.6029985973746,2539.5271445598764,0
534,2017-06-17,2655.88,2662.1,2516.33,2547.97,1388967874.56446,42488909705.11547,1,1,0,0,0,2626.8583988779,2550.6083688875074,0
535,2017-06-18,2548.29,2610.3,2548.29,2594.12,1237458432.0557492,42336746351.94983,1,1,0,0,0,2611.1447191023203,2550.387571850602,0
536,2017-06-19,2589.6,2763.45,2589.6,2718.49,1575387560.9756098,43548158023.08497,1,1,0,0,0,2606.8357752818565,2554.122088817211,0
537,2017-06-20,2721.79,2772.01,2660.4,2693.21,1743498571.4285717,44391409680.52759,1,1,0,0,0,2629.8266202254854,2570.09046131081,0
538,2017-06-21,2689.1,2723.74,2642.36,2704.41,1417746458.3333333,44226503618.85165,1,1,0,0,0,2641.6812961803885,2581.4247030907327,0
539,2017-06-22,2705.41,2765.17,2705.41,2740.77,1033497982.6388888,44968272011.021614,1,0,0,0,0,2654.427036944311,2593.232826605901,0
540,2017-06-23,2744.91,2757.94,2583.19,2610.05,926337222.2222222,44276696645.101135,1,1,0,0,0,2672.523629555449,2607.6782716910534,0
541,2017-06-24,2608.72,2682.26,2552.12,2589.86,1022550449.122807,42966779382.097626,1,1,0,0,0,2659.7629036443595,2607.777483910953,0
542,2017-06-25,2589.41,2615.25,2376.29,2421.54,1288583864.5418327,41527667767.91061,1,1,1,0,0,2645.6923229154877,2606.0281997289576,0
543,2017-06-26,2478.45,2536.53,2332.99,2536.53,1568822403.1007752,40197236470.60296,1,1,1,0,0,2612.24385833239,2593.8778949928665,0
544,2017-06-27,2552.45,2603.98,2484.42,2582.24,1368180714.2857144,41716600486.62775,1,1,0,0,0,2600.2850866659123,2589.9323811840222,0
545,2017-06-28,2574.79,2588.83,2510.48,2541.86,1075823951.2195122,41934600218.279495,1,1,0,0,0,2595.18606933273,2588.490249642687,0
546,2017-06-29,2539.32,2559.25,2478.43,2483.7,937901392.3611112,41500600221.96693,1,1,0,0,0,2584.012855466184,2583.807368724336,0
547,2017-06-30,2480.84,2515.27,2419.23,2435.57,816500590.2777778,40836859702.16064,1,1,0,0,0,2563.3782843729477,2574.0009526553513,1
548,2017-07-01,2434.55,2514.28,2394.84,2511.31,774739707.3170732,40223413322.74197,1,1,1,0,0,2537.612627498358,2560.7199095453175,1
549,2017-07-02,2506.47,2595.0,2480.47,2567.0,885058337.979094,41454268437.45507,1,1,0,0,0,2531.3841019986867,2555.5532514933825,1
550,2017-07-03,2564.06,2631.59,2559.35,2602.27,984523239.5833334,42661233036.497086,1,1,0,0,0,2537.9192815989495,2556.3634180178224,1
551,2017-07-04,2601.64,2622.65,2538.55,2602.12,940907729.1666666,42324267936.87564,1,1,0,0,0,2550.6634252791596,2560.6754734446963,1
552,2017-07-05,2601.99,2616.72,2581.69,2610.6,855108846.6898955,42767295308.169495,1,1,0,0,0,2560.9287402233276,2564.610190259487,1
553,2017-07-06,2608.56,2916.14,2498.87,2520.75,795842916.6666666,42038887407.63309,1,1,0,0,0,2570.454992178662,2568.79588642525,0
554,2017-07-07,2518.66,2569.84,2492.31,2567.87,860610090.2777778,41539007844.65748,1,1,0,0,0,2560.0959937429297,2564.021040099036,1
555,2017-07-08,2571.34,2635.49,2517.59,2517.59,604168879.5620438,42231153309.48669,1,1,0,0,0,2562.344794994344,2564.7180838991276,1
556,2017-07-09,2518.44,2537.16,2321.13,2366.4,678839627.6595745,40817237824.676895,1,1,1,0,0,2553.5638359954755,2560.310647337306,1
557,2017-07-10,2372.56,2413.47,2296.81,2340.78,1409258055.5555556,38995537206.56375,1,1,1,0,0,2517.3630687963805,2542.4296333051816,1
558,2017-07-11,2337.79,2423.71,2275.14,2399.01,1122298913.7055838,38756181593.39585,1,1,1,0,0,2481.448455037105,2522.940144418974,1
559,2017-07-12,2398.84,2425.22,2340.83,2360.24,1010762498.2332156,39245449471.838585,1,1,1,0,0,2464.926764029684,2511.1210830457385,1
560,2017-07-13,2357.9,2363.25,2183.22,2226.36,767717547.0383276,37785005617.8774,1,1,1,0,0,2443.5214112237472,2496.5285989461445,1
561,2017-07-14,2233.34,2233.34,1990.41,2007.37,986982045.1388888,34346519683.52491,1,1,1,1,0,2401.485128978998,2471.463018094131,1
562,2017-07-15,1998.86,2058.77,1843.03,1922.72,1033100534.7222222,32032252666.132133,1,1,1,1,0,2320.9601031831985,2426.4532068470708,1
563,2017-07-16,1929.82,2230.49,1929.82,2225.04,1167305540.0696864,33967109053.559418,1,1,1,1,0,2242.732082546559,2379.154806194969,1
564,2017-07-17,2228.41,2387.61,2164.77,2329.8,1294231597.2222223,37592621360.82853,1,1,1,0,0,2239.867666037247,2364.7981579859243,1
565,2017-07-18,2318.88,2397.17,2260.23,2283.08,1460736006.9444444,38319359153.35076,1,1,1,0,0,2255.6701328297977,2360.425000082503,1
566,2017-07-19,2273.43,2900.7,2269.89,2801.6,1435910381.9444444,40792351398.047874,1,1,1,0,0,2259.222106263838,2352.139761979408,1
567,2017-07-20,2817.6,2838.41,2621.85,2665.27,2279173832.752613,44966993768.34629,1,1,0,0,0,2370.8976850110707,2396.4693084575592,1
568,2017-07-21,2667.76,2862.42,2657.71,2810.37,1159568854.1666667,45581631722.72787,1,1,0,0,0,2430.2701480088567,2422.3065171758867,0
569,2017-07-22,2810.12,2832.18,2653.94,2731.29,1177193750.0,45295672920.659805,1,1,0,0,0,2506.240118407086,2459.2411345877067,0
570,2017-07-23,2730.4,2777.26,2699.19,2757.5,901618210.3174604,45178257274.69972,1,1,0,0,0,2551.0720947256686,2485.065788436497,0
571,2017-07-24,2754.86,2768.08,2480.96,2571.07,1128623986.1111112,43420773817.12269,1,1,0,0,0,2591.829675780535,2510.7604752520688,0
572,2017-07-25,2576.48,2610.76,2450.8,2527.5,1225483802.0833333,41410763804.40422,1,1,0,0,0,2588.759740624428,2517.0194776090143,0
573,2017-07-26,2529.45,2693.32,2529.34,2671.57,779155975.6944444,42692653623.620605,1,1,0,0,0,2576.8977924995424,2518.2033368843463,0
574,2017-07-27,2671.78,2897.45,2671.78,2809.01,1187123459.9303136,45662635660.31984,1,1,0,0,0,2595.8742339996343,2532.829685752504,0
575,2017-07-28,2807.02,2808.76,2692.8,2729.69,1040785760.4166666,45108961348.93496,1,1,0,0,0,2638.103387199708,2558.94304901417,0
576,2017-07-29,2726.45,2758.53,2644.85,2752.85,728973611.1111112,44592449133.619225,1,1,0,0,0,2655.7727097597667,2574.8960919652013,0
