,one,three,seven,fourteen,twenty_eight,three_months,six_months,nine_months,twelve_months
9_ema below 20_ema,0.02597059349071462,0.026941646453962062,0.029704849031001464,0.04254985099650442,0.08315229476794757,0.26070759553353884,0.8184142081077944,1.4102697329932665,1.951469583013351
