,date,open,high,low,close,adj_close,volume,correction_five,correction_ten,correction_twenty,correction_thirty,correction_fourty,9_ema,20_ema,correction_ema
105,2015-11-20,0.955735,0.955735,0.898576,0.92492,0.92492,614335.0,1,1,1,1,1,0.9441841516615606,0.9139162302454971,0
106,2015-11-21,0.928758,0.978743,0.92094,0.97614,0.97614,455976.0,1,1,1,1,1,0.9410989213291167,0.9153297637115859,0
107,2015-11-22,0.979765,0.984132,0.958982,0.968018,0.968018,372173.0,1,1,1,1,1,0.9488321370635576,0.9214665769465391,0
108,2015-11-23,0.967493,0.969057,0.93387,0.946969,0.946969,441875.0,1,1,1,1,1,0.9525643096509482,0.9258501259886248,0
109,2015-11-24,0.946442,0.948055,0.895931,0.900191,0.900191,524195.0,1,1,1,1,1,0.9513398477207319,0.9278112893022867,0
110,2015-11-25,0.893827,0.899493,0.851106,0.863537,0.863537,622991.0,1,1,1,1,1,0.9398372781763841,0.9245746418588875,0
111,2015-11-26,0.863273,0.903643,0.80436,0.884183,0.884183,947473.0,1,1,1,1,1,0.9245244225408928,0.9187363111615651,0
112,2015-11-27,0.8821,0.900051,0.860695,0.867951,0.867951,403813.0,1,1,1,1,1,0.9160395380326193,0.9152470959034227,0
113,2015-11-28,0.868102,0.929293,0.862122,0.915703,0.915703,462464.0,1,1,1,1,1,0.9064520304260096,0.910757036977376,1
114,2015-11-29,0.914144,0.914153,0.860533,0.878614,0.878614,448358.0,1,1,1,1,1,0.9079904243408188,0.9110796081207562,1
115,2015-11-30,0.879951,0.895054,0.847696,0.873119,0.873119,784439.0,1,1,1,1,1,0.9023825394726229,0.9081149518634332,1
116,2015-12-01,0.878316,0.886736,0.853937,0.8748,0.8748,652857.0,1,1,1,1,1,0.8975692315780762,0.9052769331385759,1
117,2015-12-02,0.873171,0.878017,0.818924,0.82121,0.82121,506307.0,1,1,1,1,1,0.8926895852624431,0.9022192024985742,1
118,2015-12-03,0.818546,0.837664,0.785086,0.812143,0.812143,539969.0,1,1,1,1,1,0.877860868209911,0.8942502724926376,1
119,2015-12-04,0.812082,0.859575,0.802373,0.840041,0.840041,241278.0,1,1,1,1,1,0.8647050945678978,0.8864246751284425,1
120,2015-12-05,0.841195,0.872821,0.824444,0.862438,0.862438,232743.0,1,1,1,1,1,0.8600030756543094,0.8821170633133706,1
121,2015-12-06,0.866417,0.882436,0.833115,0.8355,0.8355,443608.0,1,1,1,1,1,0.8612858605234494,0.880621811742689,1
122,2015-12-07,0.836322,0.850791,0.78765,0.811264,0.811264,520409.0,1,1,1,1,1,0.8562930884187536,0.8764027630450063,1
123,2015-12-08,0.806024,0.823645,0.782328,0.822118,0.822118,445903.0,1,1,1,1,1,0.8462392707349932,0.8696999963856644,1
124,2015-12-09,0.824454,0.824454,0.770488,0.792167,0.792167,624221.0,1,1,1,1,1,0.8418822165879911,0.8653908379806642,1
125,2015-12-10,0.79559,0.86159,0.787291,0.840396,0.840396,369589.0,1,1,1,1,1,0.8326237732703872,0.8587431169436353,1
126,2015-12-11,0.839995,0.929762,0.819789,0.929762,0.929762,801072.0,1,1,1,1,1,0.8340980186163105,0.8569575766061533,1
127,2015-12-12,0.931196,1.04537,0.928546,0.976973,0.976973,1376280.0,1,1,1,1,1,0.8535176148930559,0.8640279219558659,1
128,2015-12-13,0.971538,0.989394,0.937438,0.952884,0.952884,273614.0,1,1,1,1,1,0.877121691914452,0.8742670023115294,0
129,2015-12-14,0.95662,1.0131,0.950178,0.993022,0.993022,563436.0,1,1,1,1,1,0.8930213535315655,0.8821101624853487,0
130,2015-12-15,0.990589,1.02884,0.98224,1.01415,1.01415,578618.0,1,1,1,1,1,0.9125348828252564,0.8924415012441002,0
131,2015-12-16,1.01711,1.01803,0.974927,0.991182,0.991182,320767.0,1,1,1,1,1,0.9334499062602085,0.9043147133336524,0
132,2015-12-17,0.993043,0.997611,0.911807,0.940701,0.940701,640765.0,1,1,1,1,1,0.9453685250081684,0.9127650403433137,0
133,2015-12-18,0.938327,0.939493,0.908081,0.920127,0.920127,300787.0,1,1,1,1,1,0.9439602200065343,0.9151995163391302,0
134,2015-12-19,0.921524,0.925874,0.888916,0.908072,0.908072,343535.0,1,1,1,1,1,0.9394729760052272,0.9158018489328775,0
135,2015-12-20,0.90824,0.943185,0.899441,0.903885,0.903885,472164.0,1,1,1,1,1,0.9332263808041813,0.9150816719607388,0
136,2015-12-21,0.906065,0.91739,0.891182,0.900771,0.900771,549113.0,1,1,1,1,1,0.9277941046433447,0.914222940344889,0
137,2015-12-22,0.894973,0.909526,0.862059,0.864202,0.864202,454249.0,1,1,1,1,1,0.9212298837146753,0.9123896108523297,0
138,2015-12-23,0.861782,0.88294,0.856065,0.858077,0.858077,334993.0,1,1,1,1,1,0.9093403069717398,0.907569834012004,0
139,2015-12-24,0.859433,0.882818,0.8476,0.863262,0.863262,354646.0,1,1,1,1,1,0.8993588455773915,0.9029853698620769,1
140,2015-12-25,0.861993,0.882556,0.861993,0.870363,0.870363,187114.0,1,1,1,1,1,0.8918856764619131,0.8990813317340891,1
141,2015-12-26,0.870766,0.897453,0.838314,0.854603,0.854603,425282.0,1,1,1,1,1,0.8876617411695303,0.8963846316594204,1
142,2015-12-27,0.853166,0.861538,0.841151,0.856365,0.856365,164565.0,1,1,1,1,1,0.8807625929356242,0.8922685689959187,1
143,2015-12-28,0.856356,0.872394,0.832932,0.845005,0.845005,235134.0,1,1,1,1,1,0.8758812743484993,0.8888483224460024,1
144,2015-12-29,0.843835,0.873054,0.833232,0.873054,0.873054,215742.0,1,1,1,1,1,0.8694720194787994,0.8845613372197834,1
145,2015-12-30,0.874258,0.941099,0.866647,0.911958,0.911958,604078.0,1,1,1,1,1,0.8704292155830394,0.8835800665659933,1
146,2015-12-31,0.912098,0.975414,0.910277,0.933542,0.933542,663994.0,1,1,1,1,1,0.8787629724664315,0.8862960613342019,1
147,2016-01-01,0.933712,0.954822,0.931442,0.948024,0.948024,206062.0,1,1,1,1,1,0.8897527779731453,0.8908118666831866,1
148,2016-01-02,0.947401,0.969637,0.93656,0.937124,0.937124,255504.0,1,1,1,1,1,0.9012824223785163,0.8962013097509696,0
149,2016-01-03,0.93843,0.991362,0.934313,0.971905,0.971905,407632.0,1,1,1,1,1,0.908711937902813,0.9002230909896535,0
150,2016-01-04,0.972045,0.976438,0.929835,0.95448,0.95448,346245.0,1,1,1,1,1,0.9213785503222505,0.9070632746697597,0
151,2016-01-05,0.953147,0.970597,0.946543,0.950176,0.950176,219833.0,1,1,1,1,1,0.9277322402578003,0.911452201977045,0
152,2016-01-06,0.950028,0.960659,0.935708,0.95086,0.95086,308791.0,1,1,1,1,1,0.9321913922062403,0.9151260883250459,0
153,2016-01-07,0.955801,0.974623,0.93583,0.942005,0.942005,647462.0,1,1,1,1,1,0.9369133137649922,0.9189998902211349,0
154,2016-01-08,0.942752,0.991825,0.939715,0.986789,0.986789,545600.0,1,1,1,1,1,0.9380810510119937,0.921261996328675,0
155,2016-01-09,0.985501,0.992345,0.9736,0.986833,0.986833,226281.0,1,1,1,1,1,0.9475650408095949,0.9273799976921461,0
156,2016-01-10,0.985557,1.00103,0.975099,0.999231,0.999231,390888.0,1,1,1,1,1,0.9551634326476758,0.932920665409316,0
157,2016-01-11,0.999216,1.06991,0.999216,1.0616,1.0616,1011920.0,1,1,1,1,1,0.9639739461181406,0.9392345076553787,0
158,2016-01-12,1.0661,1.28283,1.05009,1.141,1.141,2898760.0,1,1,1,1,1,0.9843991568945125,0.9513169369806137,0
159,2016-01-13,1.13547,1.15218,1.07703,1.1252,1.1252,1005910.0,1,1,1,1,1,1.0146133255156102,0.9688553258823465,0
160,2016-01-14,1.1221,1.18959,1.10319,1.18959,1.18959,751961.0,1,1,1,1,1,1.0361106604124881,0.983450058216983,0
161,2016-01-15,1.18444,1.31938,1.14293,1.20801,1.20801,3910550.0,1,1,1,1,1,1.0657765283299907,1.0025919591743868,0
162,2016-01-16,1.22046,1.30816,1.16801,1.22029,1.22029,2462630.0,1,1,1,1,1,1.0967132226639926,1.0233412981023342,0
163,2016-01-17,1.22147,1.32883,1.20777,1.32747,1.32747,1171150.0,1,1,1,1,1,1.1216645781311942,1.04221069968712,0
164,2016-01-18,1.33231,1.5429,1.32222,1.42634,1.42634,4278930.0,1,1,1,1,1,1.1637936625049556,1.0698392063388442,0
165,2016-01-19,1.42261,1.46469,1.30501,1.37139,1.37139,2446740.0,1,1,1,1,1,1.2155569300039646,1.1034364268292,0
166,2016-01-20,1.36318,1.61924,1.35371,1.53182,1.53182,2933220.0,1,1,1,1,1,1.2450815440031717,1.1281739113516027,0
167,2016-01-21,1.5327,1.58549,1.48669,1.55357,1.55357,1614960.0,1,1,1,1,1,1.3026052352025375,1.1667002074295634,0
168,2016-01-22,1.54703,1.58146,1.46588,1.50127,1.50127,1567240.0,1,1,1,1,1,1.3514901881620303,1.2029220940703347,0
169,2016-01-23,1.50412,2.03012,1.49605,1.97267,1.97267,7370980.0,1,1,1,1,1,1.3820161505296242,1.2316076100916113,0
170,2016-01-24,1.90054,2.29842,1.90054,2.1412,2.1412,9669770.0,1,1,1,1,1,1.4857209204236996,1.2953154591022138,0
171,2016-01-25,2.14764,2.66258,2.05614,2.49927,2.49927,10739300.0,1,1,1,1,1,1.61810473633896,1.3764892276141696,0
172,2016-01-26,2.53274,2.83699,1.99477,2.27637,2.27637,13939200.0,1,1,1,1,1,1.8010317890711682,1.4866083521226494,0
173,2016-01-27,2.24744,2.59494,2.18865,2.38855,2.38855,6961080.0,1,1,1,1,0,1.890313431256935,1.5590685110451892,0
174,2016-01-28,2.40645,2.68467,2.34203,2.52649,2.52649,4903850.0,1,1,1,1,0,1.9935407450055482,1.6397715119903362,0
175,2016-01-29,2.54298,2.60677,2.3039,2.49496,2.49496,6662340.0,1,1,1,1,0,2.1034285960044388,1.7257913699171694,0
176,2016-01-30,2.50772,2.61181,2.39892,2.44506,2.44506,3725080.0,1,1,1,1,0,2.184286876803551,1.8002607647669078,0
177,2016-01-31,2.44315,2.53097,2.18635,2.30604,2.30604,5847500.0,1,1,1,1,0,2.2360595014428406,1.8614883121017396,0
178,2016-02-01,2.31969,2.31969,2.11631,2.21169,2.21169,3994100.0,1,1,1,1,1,2.2527856011542724,1.9051265688156664,0
179,2016-02-02,2.21519,2.44898,2.1572,2.43964,2.43964,3451270.0,1,1,1,1,0,2.245266480923418,1.9346564198476837,0
180,2016-02-03,2.43193,2.54017,2.34162,2.52869,2.52869,3987750.0,1,1,1,1,0,2.2825991847387344,1.9820158090764775,0
181,2016-02-04,2.52903,2.62954,2.43646,2.57804,2.57804,3552320.0,1,1,1,1,0,2.3318853477909878,2.0341123993280545,0
182,2016-02-05,2.57035,2.60618,2.47092,2.53899,2.53899,2636700.0,1,1,1,1,0,2.37957827823279,2.0851826475785713,0
183,2016-02-06,2.53382,2.56115,2.47201,2.53446,2.53446,1921240.0,1,1,1,1,0,2.4104266225862325,2.127910014905405,0
184,2016-02-07,2.53641,3.05819,2.53638,2.96434,2.96434,7007060.0,1,1,1,0,0,2.435623298068986,2.1668147757444793,0
185,2016-02-08,2.973,3.27428,2.87537,3.17979,3.17979,9725690.0,0,0,0,0,0,2.543098638455189,2.2435943215435397,0
186,2016-02-09,3.17499,4.04464,3.16875,4.04464,4.04464,17954000.0,0,0,0,0,0,2.6694769107641516,2.332298672533207,0
187,2016-02-10,4.00055,4.86144,3.7831,4.43626,4.43626,28640400.0,1,0,0,0,0,2.9356915286113217,2.4911797524099084,0
188,2016-02-11,4.49682,6.29223,4.3383,6.0131,6.0131,26408200.0,0,1,0,0,0,3.247917222889057,2.682193110487504,0
189,2016-02-12,5.94615,6.58275,5.07076,5.54698,5.54698,23360800.0,1,0,0,0,0,3.7875637783112466,2.9930461492981784,0
190,2016-02-13,5.68505,5.71954,4.19,5.38532,5.38532,24218800.0,1,1,1,1,0,4.167061022648998,3.249427469691838,0
191,2016-02-14,5.40433,5.46506,4.44571,5.23973,5.23973,11226500.0,1,1,1,1,0,4.414514818119199,3.454656283028596,0
192,2016-02-15,5.33053,5.88699,5.01856,5.28835,5.28835,13934200.0,1,1,1,0,0,4.597717854495359,3.6333109234698435,0
193,2016-02-16,5.32832,5.47486,4.03384,4.31529,4.31529,15889100.0,1,1,1,1,0,4.743838283596287,3.7947403599263962,0
194,2016-02-17,4.28917,4.76707,3.49737,3.75724,3.75724,15451000.0,1,1,1,1,1,4.652904626877031,3.8418288972337,0
195,2016-02-18,3.7747,4.77057,3.42088,4.39913,4.39913,17054000.0,1,1,1,1,1,4.477263701501625,3.835435668906389,0
196,2016-02-19,4.38479,4.79322,4.27469,4.73789,4.73789,7666320.0,1,1,1,1,0,4.4587689612013,3.887755129153735,0
197,2016-02-20,4.6822,4.75406,4.12707,4.34133,4.34133,8631090.0,1,1,1,1,0,4.50345516896104,3.9634165456121635,0
198,2016-02-21,4.36055,4.71151,4.22761,4.65362,4.65362,6413550.0,1,1,1,1,0,4.4748741351688315,4.001238779448123,0
199,2016-02-22,4.66495,5.64571,4.63525,5.6165,5.6165,15056200.0,1,1,1,0,0,4.512889308135065,4.064449372009765,0
200,2016-02-23,5.68493,5.94764,5.38782,5.58621,5.58621,13380600.0,1,1,0,0,0,4.747297446508052,4.218780860672829,0
201,2016-02-24,5.60405,6.23647,5.50925,6.23647,6.23647,11426500.0,1,1,0,0,0,4.918647957206442,4.350711255113379,0
202,2016-02-25,6.18671,6.64741,5.55124,6.1048,6.1048,21471800.0,1,1,0,0,0,5.172260365765154,4.525568278698425,0
203,2016-02-26,6.03783,6.26875,5.73905,5.92167,5.92167,9526860.0,1,1,0,0,0,5.3453742926121235,4.669593204732301,0
