,date,open,high,low,close,adj_close,volume,correction_five,correction_ten,correction_twenty,correction_thirty,correction_fourty,9_ema,20_ema,correction_ema
0,2015-08-07,2.83162,3.53661,2.52112,2.77212,2.77212,164329.0,1,1,0,0,0,,,0
1,2015-08-08,2.79376,2.79881,0.714725,0.753325,0.753325,674188.0,1,1,1,1,1,,,0
2,2015-08-09,0.706136,0.87981,0.629191,0.701897,0.701897,532170.0,1,1,1,1,1,,,0
3,2015-08-10,0.713989,0.729854,0.636546,0.708448,0.708448,405283.0,1,1,1,1,1,,,0
4,2015-08-11,0.708087,1.13141,0.663235,1.06786,1.06786,1463100.0,1,1,1,1,1,,,0
5,2015-08-12,1.05875,1.28994,0.883608,1.21744,1.21744,2150620.0,1,1,1,1,1,,,0
6,2015-08-13,1.22224,1.96507,1.17199,1.82767,1.82767,4068680.0,1,1,1,1,1,,,0
7,2015-08-14,1.81092,2.26188,1.75475,1.82787,1.82787,4637030.0,1,1,1,1,1,,,0
8,2015-08-15,1.80289,1.87724,1.57098,1.6889,1.6889,2554360.0,1,1,1,1,1,1.4659579925321455,,0
9,2015-08-16,1.68435,1.69524,1.08981,1.56603,1.56603,3550790.0,1,1,1,1,1,1.5148904798435803,,0
10,2015-08-17,1.58119,1.58119,1.18534,1.20361,1.20361,1942830.0,1,1,1,1,1,1.529396436022585,,0
11,2015-08-18,1.2153,1.33116,1.08705,1.08705,1.08705,1485680.0,1,1,1,1,1,1.4619416942608385,,0
12,2015-08-19,1.16693,1.31799,1.16693,1.25886,1.25886,1486240.0,1,1,1,1,1,1.3995069701519345,,0
13,2015-08-20,1.25118,1.5333,1.24833,1.46492,1.46492,2843760.0,1,1,1,1,1,1.3684768573270616,,0
14,2015-08-21,1.47752,1.55642,1.3528,1.39529,1.39529,2020970.0,1,1,1,1,1,1.3910807910773924,,0
15,2015-08-22,1.39629,1.47641,1.35268,1.37923,1.37923,948310.0,1,1,1,1,1,1.3921528074399834,,0
16,2015-08-23,1.375,1.4097,1.29777,1.35259,1.35259,1589300.0,1,1,1,1,1,1.388643217001021,,0
17,2015-08-24,1.34559,1.36278,1.23127,1.23127,1.23127,924920.0,1,1,1,1,1,1.3798746124643206,,0
18,2015-08-25,1.22861,1.24182,1.12865,1.14019,1.14019,1307180.0,1,1,1,1,1,1.349179324248023,,0
19,2015-08-26,1.13279,1.20248,1.06183,1.15998,1.15998,1056750.0,1,1,1,1,1,1.3053966798761696,1.3567235965762103,1
20,2015-08-27,1.16981,1.18883,1.13729,1.1477,1.1477,686662.0,1,1,1,1,1,1.2780269022594102,1.3364431835014683,1
21,2015-08-28,1.14766,1.20779,1.1205,1.19138,1.19138,721872.0,1,1,1,1,1,1.251759704094697,1.316228039807836,1
22,2015-08-29,1.19353,1.20721,1.14949,1.18255,1.18255,375377.0,1,1,1,1,1,1.2400446095635607,1.303243159705466,1
23,2015-08-30,1.18299,1.36799,1.17061,1.31927,1.31927,1337650.0,1,1,1,1,1,1.2285795454161952,1.290650371811913,1
24,2015-08-31,1.32138,1.39615,1.20101,1.35824,1.35824,1447180.0,1,1,1,1,1,1.24721002027699,1.2938381243409993,1
25,2015-09-01,1.35348,1.39274,1.33663,1.35161,1.35161,778862.0,1,1,1,1,1,1.2685284472134848,1.299972972425576,1
26,2015-09-02,1.35157,1.35491,1.26462,1.29479,1.29479,883769.0,1,1,1,1,1,1.2851770115293095,1.305240162497961,1
27,2015-09-03,1.29519,1.30999,1.21103,1.26493,1.26493,702991.0,1,1,1,1,1,1.2871834903178698,1.3042211846917275,1
28,2015-09-04,1.26493,1.30252,1.23681,1.27441,1.27441,474391.0,1,1,1,1,1,1.2827258944588047,1.3002618377213622,1
29,2015-09-05,1.28056,1.3423,1.27119,1.33881,1.33881,448453.0,1,1,1,1,1,1.2822921786528818,1.2982874174394514,1
30,2015-09-06,1.33801,1.37364,1.29425,1.29583,1.29583,491968.0,1,1,1,1,1,1.2934467899142277,1.3022485032197733,1
31,2015-09-07,1.2959,1.30548,1.23785,1.24665,1.24665,489014.0,1,1,1,1,1,1.293937820966262,1.3016182623778454,1
32,2015-09-08,1.24665,1.28238,1.23061,1.24243,1.24243,427892.0,1,1,1,1,1,1.284474258527707,1.2961832818039787,1
33,2015-09-09,1.23935,1.26048,1.20184,1.20651,1.20651,366748.0,1,1,1,1,1,1.2754448283571354,1.2905842601103827,1
34,2015-09-10,1.20761,1.22157,1.13615,1.16577,1.16577,662782.0,1,1,1,1,1,1.2618723570372554,1.2824366301558856,1
35,2015-09-11,1.16497,1.16907,0.940675,0.982978,0.982978,1942600.0,1,1,1,1,1,1.2424855942655895,1.2709360357120882,1
36,2015-09-12,0.987228,1.11489,0.96978,1.03874,1.03874,772430.0,1,1,1,1,1,1.1914208182386645,1.2432334283458044,1
37,2015-09-13,1.04178,1.0427,0.902832,0.936003,0.936003,644138.0,1,1,1,1,1,1.1614864374632812,1.223609781461532,1
38,2015-09-14,0.940566,0.949387,0.87176,0.875622,0.875622,741085.0,1,1,1,1,1,1.1172950074098746,1.1960981525487984,1
39,2015-09-15,0.875189,1.04554,0.875189,0.94441,0.94441,703390.0,1,1,1,1,1,1.0688673687905974,1.1649670911364616,1
40,2015-09-16,0.941977,0.952698,0.901639,0.907175,0.907175,615593.0,1,1,1,1,1,1.0434865960857873,1.1433732950837947,1
41,2015-09-17,0.906865,0.909204,0.831132,0.874231,0.874231,897940.0,1,1,1,1,1,1.0161599521748623,1.1205070021250587,1
42,2015-09-18,0.874574,0.888102,0.833908,0.853685,0.853685,484622.0,1,1,1,1,1,0.9878408344406076,1.0967638045417578,1
43,2015-09-19,0.849603,0.911883,0.833784,0.882391,0.882391,386988.0,1,1,1,1,1,0.9601917621938063,1.07293317599604,1
44,2015-09-20,0.881191,0.947741,0.873205,0.938445,0.938445,508314.0,1,1,1,1,1,0.9443909215313704,1.0544676518955396,1
45,2015-09-21,0.941496,0.957326,0.878301,0.919047,0.919047,424039.0,1,1,1,1,1,0.9438119170497348,1.0435996218932437,1
46,2015-09-22,0.919337,0.919337,0.865225,0.901796,0.901796,487914.0,1,1,1,1,1,0.9389167971837618,1.031656889254856,1
47,2015-09-23,0.90356,0.90891,0.885136,0.893406,0.893406,200541.0,1,1,1,1,1,0.9318452800469075,1.0193563599901325,1
48,2015-09-24,0.896796,0.908571,0.79346,0.81361,0.81361,842505.0,1,1,1,1,1,0.9248352989752846,1.007596733094062,1
49,2015-09-25,0.820031,0.825665,0.712745,0.736223,0.736223,903457.0,1,1,1,1,1,0.9038741400125698,0.9896126588069193,1
50,2015-09-26,0.73763,0.787544,0.709328,0.785964,0.785964,369620.0,1,1,1,1,1,0.8706249323712167,0.9654677300697434,1
51,2015-09-27,0.791277,0.791277,0.719169,0.720839,0.720839,413801.0,1,1,1,1,1,0.854755200936733,0.9487865122171361,1
52,2015-09-28,0.723715,0.725677,0.557062,0.582886,0.582886,1320890.0,1,1,1,1,1,0.8285469692325186,0.9272440735881282,1
53,2015-09-29,0.579414,0.67583,0.558346,0.661146,0.661146,913992.0,1,1,1,1,1,0.7787200840977181,0.8939677806627004,1
54,2015-09-30,0.661192,0.746722,0.635861,0.738644,0.738644,619926.0,1,1,1,1,1,0.7552143573464684,0.8717081051049311,1
55,2015-10-01,0.734307,0.734307,0.655906,0.690215,0.690215,596084.0,1,1,1,1,1,0.7510328702323741,0.85857394369542,1
56,2015-10-02,0.683732,0.69112,0.654605,0.678574,0.678574,219318.0,1,1,1,1,1,0.7375726558973867,0.8418666934292783,1
57,2015-10-03,0.678783,0.709204,0.675482,0.687171,0.687171,163326.0,1,1,1,1,1,0.7258146965631902,0.8262879754381801,1
58,2015-10-04,0.686343,0.693126,0.660716,0.668379,0.668379,103497.0,1,1,1,1,1,0.7179203421279735,0.8129234509953779,1
59,2015-10-05,0.666784,0.674438,0.62445,0.628643,0.628643,234263.0,1,1,1,1,1,0.7076930580291114,0.7989709961158876,1
60,2015-10-06,0.622218,0.653944,0.60623,0.650645,0.650645,262674.0,1,1,1,1,1,0.6905980254648403,0.7820997295720052,1
61,2015-10-07,0.650515,0.656301,0.602423,0.609388,0.609388,218327.0,1,1,1,1,1,0.682581412509201,0.7695424980595774,1
62,2015-10-08,0.609501,0.633138,0.591971,0.621716,0.621716,310266.0,1,1,1,1,1,0.6679653185390221,0.7542725574060545,1
63,2015-10-09,0.655084,0.692296,0.632116,0.650628,0.650628,386420.0,1,1,1,1,1,0.6653890532140697,0.7448103899485644,1
64,2015-10-10,0.641187,0.649022,0.624374,0.627857,0.627857,141555.0,1,1,1,1,1,0.6605486401405545,0.7349267165574687,1
65,2015-10-11,0.627461,0.639506,0.618335,0.634963,0.634963,102128.0,1,1,1,1,1,0.6539311094539532,0.7246780209963669,1
66,2015-10-12,0.634515,0.657789,0.62603,0.62603,0.62603,109567.0,1,1,1,1,1,0.6500478863151428,0.7160805428882286,1
67,2015-10-13,0.627943,0.63024,0.599214,0.607655,0.607655,303044.0,1,1,1,1,1,0.6456269079154361,0.7076771846992296,1
68,2015-10-14,0.61224,0.61224,0.483974,0.522968,0.522968,971664.0,1,1,1,1,1,0.6389495249588909,0.698578812457038,1
69,2015-10-15,0.523278,0.572714,0.51473,0.561878,0.561878,371022.0,1,1,1,1,1,0.6158152161603517,0.6818683477757662,1
70,2015-10-16,0.562593,0.568861,0.522533,0.536495,0.536495,249891.0,1,1,1,1,1,0.6051707715270428,0.6704994657446585,1
71,2015-10-17,0.534117,0.56346,0.526961,0.547178,0.547178,313860.0,1,1,1,1,1,0.590960015725067,0.6575010131624363,1
72,2015-10-18,0.547913,0.552234,0.512861,0.517734,0.517734,133690.0,1,1,1,1,1,0.5823506118547126,0.6470570470774478,1
73,2015-10-19,0.517621,0.521546,0.480994,0.489014,0.489014,243742.0,1,1,1,1,1,0.5694046886112165,0.6347223112781559,1
74,2015-10-20,0.489629,0.501898,0.431648,0.434829,0.434829,383921.0,1,1,1,1,1,0.5534495500286738,0.6208963014460606,1
75,2015-10-21,0.431589,0.482988,0.420897,0.447329,0.447329,609085.0,1,1,1,1,1,0.5290774389716257,0.6028580644574771,1
76,2015-10-22,0.444988,0.619466,0.420991,0.567702,0.567702,924822.0,1,1,1,1,1,0.5122595505969366,0.5878160524235164,1
77,2015-10-23,0.56637,0.611743,0.504284,0.539657,0.539657,878822.0,1,1,1,1,1,0.5230816407763146,0.5857727394559142,1
78,2015-10-24,0.539681,0.577396,0.518688,0.56359,0.56359,258356.0,1,1,1,1,1,0.526401512694373,0.581381432634068,1
79,2015-10-25,0.563207,0.688192,0.561383,0.616039,0.616039,635384.0,1,1,1,1,1,0.5337626102855577,0.5796499573079061,1
80,2015-10-26,0.619743,0.757517,0.597098,0.731317,0.731317,1089120.0,1,1,1,1,1,0.5509586884715089,0.583469493893909,1
81,2015-10-27,0.70889,0.898172,0.70889,0.869641,0.869641,1846370.0,1,1,1,1,1,0.5825449511343789,0.5954175631979852,1
82,2015-10-28,0.870938,1.05579,0.807857,1.00248,1.00248,2373050.0,1,1,1,1,1,0.6402235614292786,0.6216640824728549,0
83,2015-10-29,1.00525,1.20666,0.947374,1.20666,1.20666,2279240.0,1,1,1,1,1,0.7132288496717625,0.6582042339025855,0
84,2015-10-30,1.2092,1.34505,0.96816,1.04122,1.04122,2429200.0,1,1,1,1,1,0.8124230803117053,0.7106906249795707,0
85,2015-10-31,1.04658,1.05638,0.900171,0.916627,0.916627,673892.0,1,1,1,1,1,0.8592544644662723,0.7426859376621829,0
86,2015-11-01,0.920847,1.07674,0.899082,1.05567,1.05567,588913.0,1,1,1,1,1,0.8715729716186622,0.7596564644812428,0
87,2015-11-02,1.05797,1.09979,0.953647,0.989789,0.989789,1145200.0,1,1,1,1,1,0.9088523774054365,0.7880715291365717,0
88,2015-11-03,0.994568,1.07044,0.936615,1.01336,1.01336,1907690.0,1,1,1,1,1,0.9259955019650027,0.807740522475609,0
89,2015-11-04,1.01065,1.03872,0.725665,0.89905,0.89905,3060340.0,1,1,1,1,1,0.9429264016041223,0.8270676019234792,0
90,2015-11-05,0.900699,0.991259,0.860382,0.895637,0.895637,1179840.0,1,1,1,1,1,0.9344809212704802,0.8340808932456069,0
91,2015-11-06,0.904772,0.989848,0.852929,0.926032,0.926032,913666.0,1,1,1,1,1,0.92853913700917,0.840814054714195,0
92,2015-11-07,0.923732,0.943787,0.863539,0.927974,0.927974,890187.0,1,1,1,1,1,0.9275777096064022,0.84871171833959,0
93,2015-11-08,0.915661,1.03268,0.915661,1.02747,1.02747,1021460.0,1,1,1,1,1,0.9251943676832697,0.8550883637824036,0
94,2015-11-09,1.03253,1.10642,0.945263,0.999278,0.999278,2045290.0,1,1,1,1,1,0.946661494159961,0.8719888222717268,0
95,2015-11-10,1.00126,1.05304,0.920968,0.934348,0.934348,854581.0,1,1,1,1,1,0.9575811953333995,0.8843011902543395,0
96,2015-11-11,0.941296,0.945278,0.729775,0.791829,0.791829,1278580.0,1,1,1,1,1,0.9543241562654238,0.8897295973624681,0
97,2015-11-12,0.796455,0.913919,0.76351,0.895711,0.895711,806156.0,1,1,1,1,1,0.9227503250022894,0.8808458137682338,0
98,2015-11-13,0.907722,0.917309,0.846023,0.904096,0.904096,543671.0,1,1,1,1,1,0.9197446600010661,0.8834055779307525,0
99,2015-11-14,0.905469,0.906113,0.876908,0.888812,0.888812,372514.0,1,1,1,1,1,0.9168895280002712,0.8855069508323444,0
100,2015-11-15,0.891217,0.921516,0.874957,0.906368,0.906368,411848.0,1,1,1,1,1,0.9117550223993803,0.8860507871918194,0
101,2015-11-16,0.906166,0.944732,0.891971,0.928962,0.928962,620945.0,1,1,1,1,1,0.9106372179193585,0.887966592352437,0
102,2015-11-17,0.924948,1.03295,0.905794,1.00798,1.00798,1145440.0,1,1,1,1,1,0.9134993743357852,0.8914887486230776,0
103,2015-11-18,0.993214,1.01157,0.940516,0.993319,0.993319,681104.0,1,1,1,1,1,0.9294422994699583,0.9011771600961831,0
104,2015-11-19,0.988713,1.00797,0.937498,0.955532,0.955532,443528.0,1,1,1,1,1,0.941296439576758,0.9095141343213851,0
