Date(UTC),Value (Wei)
11/30/2020,78983988030
12/01/2020,87210450983
12/02/2020,44017238565
12/03/2020,47047850997
12/04/2020,54133415152
12/05/2020,37247774997
12/06/2020,36457991314
12/07/2020,50119786947
12/08/2020,64453892343
12/09/2020,65315353811
12/10/2020,56230297216
12/11/2020,63672809905
12/12/2020,42794623984
12/13/2020,45496784769
12/14/2020,63655438361
12/15/2020,84560575140
12/16/2020,83601467306
12/17/2020,1.38818E+11
12/18/2020,74197672209
12/19/2020,70165553145
12/20/2020,44525185130
12/21/2020,80001622383
12/22/2020,66555945514
12/23/2020,1.08363E+11
12/24/2020,89685037081
12/25/2020,91695148943
12/26/2020,66456740443
12/27/2020,98656135135
12/28/2020,1.1419E+11
12/29/2020,96068312188
12/30/2020,1.13635E+11
12/31/2020,99481529136
01/01/2021,66560418720
01/02/2021,1.02606E+11
01/03/2021,1.70448E+11
01/04/2021,2.59309E+11
01/05/2021,1.38144E+11
01/06/2021,1.2511E+11
01/07/2021,1.33169E+11
01/08/2021,1.39786E+11
01/09/2021,92563339823
01/10/2021,87310659101
01/11/2021,2.38075E+11
01/12/2021,87031984990
1/13/2021,67945681638
1/14/2021,85478387564
1/15/2021,94274611075
1/16/2021,81160820583
1/17/2021,63895643119
1/18/2021,75294263372
1/19/2021,1.0088E+11
1/20/2021,83504044289
1/21/2021,1.21059E+11
1/22/2021,1.31622E+11
1/23/2021,80179001262
1/24/2021,81094537437
1/25/2021,1.08165E+11
1/26/2021,85152958296
1/27/2021,1.00001E+11
1/28/2021,94810705889
1/29/2021,1.40718E+11
1/30/2021,1.1328E+11
1/31/2021,1.28793E+11
02/01/2021,1.5367E+11
02/02/2021,1.75725E+11
02/03/2021,1.73453E+11
02/04/2021,2.32624E+11
02/05/2021,2.52332E+11
02/06/2021,1.7964E+11
02/07/2021,1.6007E+11
02/08/2021,2.12876E+11
02/09/2021,2.33574E+11
02/10/2021,2.13089E+11
02/11/2021,1.75207E+11
02/12/2021,1.80073E+11
2/13/2021,1.88806E+11
2/14/2021,1.50406E+11
2/15/2021,1.78715E+11
2/16/2021,1.7304E+11
2/17/2021,1.73353E+11
2/18/2021,1.83087E+11
2/19/2021,1.86186E+11
2/20/2021,2.01536E+11
2/21/2021,1.44972E+11
2/22/2021,2.72678E+11
2/23/2021,3.73797E+11
2/24/2021,2.10131E+11
2/25/2021,1.65094E+11
2/26/2021,1.58443E+11
2/27/2021,1.18466E+11
2/28/2021,1.17852E+11
03/01/2021,1.18599E+11
03/02/2021,1.24935E+11
03/03/2021,1.30986E+11
03/04/2021,1.12789E+11
03/05/2021,1.37794E+11
03/06/2021,99200636716
03/07/2021,1.32473E+11
03/08/2021,1.3716E+11
03/09/2021,1.4039E+11
03/10/2021,1.34144E+11
03/11/2021,1.32247E+11
03/12/2021,1.7178E+11
3/13/2021,1.62674E+11
3/14/2021,1.49069E+11
3/15/2021,1.89463E+11
3/16/2021,1.88701E+11
3/17/2021,1.93802E+11
3/18/2021,1.77581E+11
3/19/2021,1.588E+11
3/20/2021,1.41123E+11
3/21/2021,1.38089E+11
3/22/2021,1.87502E+11
3/23/2021,1.63877E+11
3/24/2021,1.76581E+11
3/25/2021,1.79095E+11
3/26/2021,1.45287E+11
3/27/2021,1.18833E+11
3/28/2021,1.24093E+11
3/29/2021,1.5049E+11
3/30/2021,1.67319E+11
3/31/2021,2.10893E+11
04/01/2021,1.9187E+11
04/02/2021,1.86231E+11
04/03/2021,1.46063E+11
04/04/2021,1.12039E+11
04/05/2021,1.48795E+11
04/06/2021,1.53266E+11
04/07/2021,1.53648E+11
04/08/2021,1.24438E+11
04/09/2021,1.18855E+11
04/10/2021,98446127075
04/11/2021,85229481055
04/12/2021,1.09282E+11
4/13/2021,1.20271E+11
4/14/2021,1.37756E+11
4/15/2021,1.05014E+11
4/16/2021,1.83796E+11
4/17/2021,1.44966E+11
4/18/2021,1.70181E+11
4/19/2021,1.95798E+11
4/20/2021,2.6551E+11
4/21/2021,1.66325E+11
4/22/2021,1.40016E+11
4/23/2021,1.24223E+11
4/24/2021,67652388873
4/25/2021,55417762177
4/26/2021,62694725054
4/27/2021,66938145405
4/28/2021,79191609660
4/29/2021,71836786969
4/30/2021,56781903115
05/01/2021,59677504645
05/02/2021,43095065217
05/03/2021,66900438914
05/04/2021,69098834782
05/05/2021,59385330566
05/06/2021,65942349676
05/07/2021,68346008307
05/08/2021,1.39808E+11
05/09/2021,1.30672E+11
05/10/2021,2.38385E+11
05/11/2021,2.98765E+11
05/12/2021,2.81829E+11
5/13/2021,1.70567E+11
5/14/2021,1.28797E+11
5/15/2021,93121194895
5/16/2021,81298825948
5/17/2021,95485853591
5/18/2021,88032574764
5/19/2021,2.98784E+11
5/20/2021,1.26958E+11
5/21/2021,1.14601E+11
5/22/2021,56329952594
5/23/2021,1.43673E+11
5/24/2021,68467808560
5/25/2021,51922095681
5/26/2021,50146189154
5/27/2021,39437129759
5/28/2021,40891552216
5/29/2021,32976768948
5/30/2021,28081052885
5/31/2021,32279087412
06/01/2021,29750836207
06/02/2021,32350651721
06/03/2021,33572372136
06/04/2021,28918775826
06/05/2021,22233993451
06/06/2021,19356063389
06/07/2021,24527732392
06/08/2021,32504193436
06/09/2021,27685890070
06/10/2021,23897393010
06/11/2021,25834690110
06/12/2021,23189790716
6/13/2021,17507233384
6/14/2021,22658681944
6/15/2021,23075725137
6/16/2021,22743300318
6/17/2021,24807002704
6/18/2021,24274221643
6/19/2021,18577786601
6/20/2021,20783797940
6/21/2021,46590886180
6/22/2021,73163723292
6/23/2021,25285766550
6/24/2021,22090212482
6/25/2021,28010226315
6/26/2021,18761864623
6/27/2021,25645892227
6/28/2021,23714125368
6/29/2021,26266202579
6/30/2021,32002625993
07/01/2021,25133110011
07/02/2021,20722209911
07/03/2021,18841863418
07/04/2021,16413877925
07/05/2021,20318933757
07/06/2021,54871815247
07/07/2021,40369381391
07/08/2021,37478388049
07/09/2021,30266605013
07/10/2021,18988461455
07/11/2021,15796724325
07/12/2021,30407815045
7/13/2021,32450026038
7/14/2021,45974504881
7/15/2021,45196906108
7/16/2021,42029589044
7/17/2021,29976286417
7/18/2021,30497194578
7/19/2021,30440382000
7/20/2021,35422941438
7/21/2021,27173423658
7/22/2021,33177581738
7/23/2021,35451146095
7/24/2021,24896279188
7/25/2021,23442307403
7/26/2021,42016473026
7/27/2021,40656771727
7/28/2021,46698873266
7/29/2021,34329937499
7/30/2021,39490647512
7/31/2021,44287844806
08/01/2021,39568132114
08/02/2021,44396980231
08/03/2021,48965615995
08/04/2021,45772397433
08/05/2021,64498157332
08/06/2021,54095411950
08/07/2021,53823017552
08/08/2021,50740583150
08/09/2021,62245603314
08/10/2021,65215176708
08/11/2021,67302786720
08/12/2021,58916336779
8/13/2021,62916929886
8/14/2021,53617974436
8/15/2021,62553842764
8/16/2021,61227895718
8/17/2021,57136391227
8/18/2021,53671161049
8/19/2021,51748682012
8/20/2021,48398307664
8/21/2021,40395653415
8/22/2021,40824934168
8/23/2021,67801123728
8/24/2021,86798598845
8/25/2021,1.02282E+11
8/26/2021,97977717090
8/27/2021,1.21233E+11
8/28/2021,89483984349
8/29/2021,1.00686E+11
8/30/2021,1.14339E+11
8/31/2021,1.21468E+11
09/01/2021,1.36213E+11
09/02/2021,1.17151E+11
09/03/2021,1.59342E+11
09/04/2021,1.27147E+11
09/05/2021,1.16327E+11
09/06/2021,1.24071E+11
09/07/2021,2.13999E+11
09/08/2021,1.56645E+11
09/09/2021,1.51691E+11
09/10/2021,1.07414E+11
